id1,id2,id3,R2_N3_cv,R2_N3_fit
3,7,12,-1.533,0.617
3,7,13,-1.042,0.654
3,7,14,-2.057,0.6
3,7,15,-0.746,0.676
3,7,16,-1.422,0.581
3,7,17,-0.953,0.591
3,7,18,-1.098,0.736
3,7,19,-1.116,0.617
3,7,20,-0.996,0.564
3,7,21,-1.28,0.682
3,7,22,-2.187,0.654
3,7,23,-0.756,0.626
3,7,24,-0.796,0.763
3,7,25,-1.097,0.611
3,7,26,-0.442,0.753
3,7,27,-2.521,0.572
3,7,28,-1.511,0.563
3,7,29,-1.468,0.695
3,7,30,-1.004,0.614
3,7,31,-1.317,0.612
3,8,9,-2.105,0.762
3,8,10,-1.932,0.824
3,8,11,-1.617,0.661
3,8,12,-1.731,0.642
3,8,13,-1.604,0.673
3,8,14,-2.543,0.608
3,8,15,-1.015,0.724
3,8,16,-1.733,0.588
3,8,17,-1.394,0.622
3,8,18,-1.656,0.727
3,8,19,-1.397,0.583
3,8,20,-1.448,0.609
3,8,21,-1.804,0.663
3,8,22,-2.598,0.643
3,8,23,-0.976,0.65
3,8,24,-1.177,0.738
3,8,25,-1.351,0.612
3,8,26,-0.614,0.807
3,8,27,-4.85,0.57
3,8,28,-1.689,0.566
3,8,29,-1.996,0.667
3,8,30,-1.519,0.612
3,8,31,-1.628,0.605
3,9,10,-1.482,0.598
3,9,11,-1.449,0.609
3,9,12,-1.397,0.534
3,9,13,-1.026,0.536
3,9,14,-1.774,0.559
3,9,15,-0.804,0.674
3,9,16,-1.444,0.656
3,9,17,-1.003,0.73
3,9,18,-1.3,0.655
3,9,19,-1.173,0.556
3,9,20,-1.274,0.64
3,9,21,-1.517,0.751
3,9,22,-1.862,0.721
3,9,23,-0.972,0.62
3,9,24,-0.936,0.606
3,9,25,-1.317,0.616
3,9,26,-0.338,0.747
3,9,27,-3.327,0.538
3,9,28,-1.307,0.615
3,9,29,-1.763,0.592
3,9,30,-1.133,0.707
3,9,31,-1.206,0.7
3,10,11,-1.588,0.643
3,10,12,-1.79,0.598
3,10,13,-1.427,0.599
3,10,14,-2.285,0.603
3,10,15,-0.899,0.706
3,10,16,-1.679,0.687
3,10,17,-1.091,0.776
3,10,18,-1.405,0.709
3,10,19,-1.166,0.614
3,10,20,-1.488,0.664
3,10,21,-1.532,0.784
3,10,22,-2.005,0.737
3,10,23,-0.94,0.701
3,10,24,-0.937,0.625
3,10,25,-1.073,0.674
3,10,26,-0.523,0.746
3,10,27,-3.662,0.607
3,10,28,-1.203,0.676
3,10,29,-1.786,0.63
3,10,30,-1.169,0.748
3,10,31,-1.269,0.742
3,11,12,-0.957,0.566
3,11,13,-0.962,0.564
3,11,14,-1.313,0.6
3,11,15,-0.528,0.729
3,11,16,-1.333,0.62
3,11,17,-0.525,0.76
3,11,18,-1.131,0.721
3,11,19,-1.039,0.58
3,11,20,-0.984,0.724
3,11,21,-1.343,0.778
3,11,22,-1.383,0.739
3,11,23,-0.573,0.692
3,11,24,-0.706,0.655
3,11,25,-1.306,0.636
3,11,26,-0.703,0.712
3,11,27,-2.384,0.564
3,11,28,-1.215,0.634
3,11,29,-1.424,0.631
3,11,30,-1.046,0.72
3,11,31,-1.014,0.713
3,12,13,-1.471,0.418
3,12,14,-1.542,0.419
3,12,15,-0.428,0.648
3,12,16,-0.986,0.578
3,12,17,-0.478,0.673
3,12,18,-1.222,0.607
3,12,19,-0.855,0.497
3,12,20,-0.924,0.648
3,12,21,-1.768,0.675
3,12,22,-1.484,0.63
3,12,23,-0.473,0.601
3,12,24,-0.624,0.577
3,12,25,-1.081,0.624
3,12,26,-0.62,0.675
3,12,27,-2.692,0.466
3,12,28,-0.813,0.583
3,12,29,-1.245,0.547
3,12,30,-1.046,0.633
3,12,31,-1.265,0.618
3,13,14,-0.966,0.415
3,13,15,-0.048,0.64
3,13,16,-0.841,0.584
3,13,17,-0.148,0.668
3,13,18,-0.883,0.606
3,13,19,-1.014,0.491
3,13,20,-0.684,0.622
3,13,21,-1.102,0.664
3,13,22,-1.239,0.625
3,13,23,-0.186,0.593
3,13,24,-0.498,0.565
3,13,25,-0.907,0.618
3,13,26,-0.203,0.677
3,13,27,-2.315,0.472
3,13,28,-0.648,0.587
3,13,29,-0.869,0.543
3,13,30,-0.586,0.63
3,13,31,-0.658,0.614
3,14,15,-0.579,0.591
3,14,16,-1.641,0.556
3,14,17,-1.151,0.58
3,14,18,-1.223,0.614
3,14,19,-0.884,0.456
3,14,20,-1.398,0.515
3,14,21,-1.43,0.607
3,14,22,-1.993,0.566
3,14,23,-0.679,0.557
3,14,24,-0.546,0.539
3,14,25,-0.975,0.553
3,14,26,-0.225,0.692
3,14,27,-3.902,0.418
3,14,28,-1.109,0.516
3,14,29,-1.433,0.484
3,14,30,-1.11,0.56
3,14,31,-1.214,0.545
3,15,16,-0.663,0.676
3,15,17,-0.541,0.598
3,15,18,-0.389,0.695
3,15,19,-0.123,0.78
3,15,20,-0.47,0.674
3,15,21,-0.371,0.641
3,15,22,-1.013,0.62
3,15,23,-0.07,0.632
3,15,24,-0.046,0.68
3,15,25,-0.354,0.663
3,15,26,0.09,0.714
3,15,27,-2.765,0.581
3,15,28,-0.649,0.608
3,15,29,-0.418,0.593
3,15,30,-0.243,0.604
3,15,31,-0.321,0.605
3,16,17,-0.766,0.613
3,16,18,-1.095,0.753
3,16,19,-0.858,0.584
3,16,20,-0.884,0.591
3,16,21,-1.283,0.734
3,16,22,-1.737,0.718
3,16,23,-0.625,0.671
3,16,24,-0.591,0.758
3,16,25,-1.139,0.625
3,16,26,-0.093,0.82
3,16,27,-3.598,0.598
3,16,28,-1.326,0.555
3,16,29,-1.315,0.632
3,16,30,-0.931,0.664
3,16,31,-1.118,0.663
3,17,18,-0.591,0.73
3,17,19,-0.285,0.744
3,17,20,-0.826,0.606
3,17,21,-0.498,0.63
3,17,22,-0.795,0.608
3,17,23,-0.484,0.597
3,17,24,-0.157,0.737
3,17,25,-0.373,0.636
3,17,26,-0.023,0.753
3,17,27,-3.745,0.579
3,17,28,-1.056,0.586
3,17,29,-0.72,0.618
3,17,30,-0.557,0.583
3,17,31,-0.658,0.582
3,18,19,-0.738,0.701
3,18,20,-0.751,0.814
3,18,21,-1.126,0.662
3,18,22,-1.647,0.647
3,18,23,-0.557,0.734
3,18,24,-0.374,0.728
3,18,25,-0.989,0.817
3,18,26,-0.104,0.735
3,18,27,-3.797,0.625
3,18,28,-1.162,0.657
3,18,29,-1.086,0.62
3,18,30,-0.807,0.654
3,18,31,-0.908,0.645
3,19,20,-1.038,0.557
3,19,21,-0.924,0.746
3,19,22,-0.888,0.723
3,19,23,-0.439,0.63
3,19,24,-0.621,0.553
3,19,25,-0.782,0.557
3,19,26,0.118,0.793
3,19,27,-1.714,0.501
3,19,28,-0.842,0.575
3,19,29,-1.402,0.598
3,19,30,-0.681,0.728
3,19,31,-0.845,0.709
3,20,21,-1.1,0.732
3,20,22,-1.634,0.691
3,20,23,-0.714,0.611
3,20,24,-0.644,0.612
3,20,25,-1.156,0.575
3,20,26,-0.141,0.785
3,20,27,-1.683,0.565
3,20,28,-0.774,0.577
3,20,29,-1.246,0.73
3,20,30,-0.842,0.655
3,20,31,-0.904,0.654
3,21,22,-1.925,0.629
3,21,23,-0.591,0.658
3,21,24,-0.564,0.693
3,21,25,-0.676,0.699
3,21,26,-0.216,0.724
3,21,27,-4.318,0.61
3,21,28,-0.966,0.647
3,21,29,-1.127,0.614
3,21,30,-0.905,0.611
3,21,31,-0.969,0.63
3,22,23,-1.132,0.631
3,22,24,-0.674,0.645
3,22,25,-0.897,0.673
3,22,26,-0.237,0.697
3,22,27,-4.652,0.561
3,22,28,-1.436,0.623
3,22,29,-2.945,0.58
3,22,30,-1.642,0.556
3,22,31,-1.677,0.556
3,23,24,-0.298,0.646
3,23,25,-0.629,0.597
3,23,26,0.149,0.748
3,23,27,-2.153,0.556
3,23,28,-0.768,0.628
3,23,29,-0.671,0.635
3,23,30,-0.465,0.608
3,23,31,-0.621,0.604
3,24,25,-0.483,0.612
3,24,26,0.182,0.706
3,24,27,-1.033,0.547
3,24,28,-0.117,0.701
3,24,29,-0.91,0.63
3,24,30,-0.283,0.673
3,24,31,-0.366,0.659
3,25,26,-0.085,0.748
3,25,27,-1.396,0.544
3,25,28,-0.556,0.584
3,25,29,-1.074,0.674
3,25,30,-0.75,0.631
3,25,31,-0.922,0.628
3,26,27,-0.668,0.682
3,26,28,0.152,0.792
3,26,29,-0.089,0.727
3,26,30,0.02,0.703
3,26,31,0.032,0.699
3,27,28,-1.947,0.506
3,27,29,-7.155,0.465
3,27,30,-3.975,0.546
3,27,31,-4.065,0.535
3,28,29,-0.924,0.574
3,28,30,-0.734,0.579
3,28,31,-0.885,0.576
3,29,30,-0.805,0.582
3,29,31,-0.959,0.573
3,30,31,-0.819,0.565
4,5,6,-1.209,0.445
4,5,7,-1.342,0.42
4,5,8,-1.397,0.466
4,5,9,-1.526,0.498
4,5,10,-2.364,0.476
4,5,11,-1.208,0.626
4,5,12,-1.592,0.542
4,5,13,-1.33,0.531
4,5,14,-1.935,0.434
4,5,15,-0.638,0.591
4,5,16,-1.168,0.456
4,5,17,-0.9,0.475
4,5,18,-1.013,0.683
4,5,19,-1.232,0.652
4,5,20,-1.458,0.451
4,5,21,-1.331,0.628
4,5,22,-1.721,0.619
4,5,23,-0.961,0.518
4,5,24,-0.854,0.686
4,5,25,-1.535,0.578
4,5,26,-0.533,0.714
4,5,27,-6.559,0.566
4,5,28,-1.09,0.52
4,5,29,-1.252,0.662
4,5,30,-0.794,0.552
4,5,31,-0.975,0.559
4,6,7,-1.385,0.398
4,6,8,-1.265,0.413
4,6,9,-1.267,0.555
4,6,10,-1.293,0.526
4,6,11,-0.933,0.635
4,6,12,-1.192,0.522
4,6,13,-0.975,0.517
4,6,14,-1.466,0.415
4,6,15,-0.219,0.656
4,6,16,-1.036,0.455
4,6,17,-0.83,0.507
4,6,18,-1.024,0.697
4,6,19,-1.214,0.509
4,6,20,-1.231,0.435
4,6,21,-0.896,0.629
4,6,22,-1.65,0.62
4,6,23,-0.709,0.579
4,6,24,-0.51,0.666
4,6,25,-1.29,0.587
4,6,26,-0.216,0.716
4,6,27,-3.05,0.609
4,6,28,-1.032,0.507
4,6,29,-1.15,0.723
4,6,30,-0.874,0.558
4,6,31,-1.015,0.561
4,7,8,-1.435,0.43
4,7,9,-1.52,0.489
4,7,10,-1.602,0.47
4,7,11,-1.234,0.561
4,7,12,-0.993,0.507
4,7,13,-0.83,0.519
4,7,14,-1.909,0.404
4,7,15,-0.727,0.591
4,7,16,-0.972,0.406
4,7,17,-1.032,0.473
4,7,18,-0.806,0.711
4,7,19,-1.089,0.492
4,7,20,-1.326,0.412
4,7,21,-0.866,0.661
4,7,22,-1.985,0.638
4,7,23,-1.013,0.491
4,7,24,-0.627,0.687
4,7,25,-1.111,0.489
4,7,26,-0.301,0.719
4,7,27,-3.439,0.524
4,7,28,-1.17,0.488
4,7,29,-1.398,0.66
4,7,30,-0.741,0.573
4,7,31,-0.881,0.575
4,8,9,-1.547,0.519
4,8,10,-1.208,0.495
4,8,11,-0.967,0.559
4,8,12,-0.996,0.55
4,8,13,-0.963,0.567
4,8,14,-2.031,0.446
4,8,15,-0.802,0.613
4,8,16,-1.114,0.407
4,8,17,-1.447,0.465
4,8,18,-1.025,0.677
4,8,19,-1.163,0.491
4,8,20,-1.448,0.434
4,8,21,-0.997,0.634
4,8,22,-2.034,0.619
4,8,23,-0.839,0.502
4,8,24,-0.656,0.698
4,8,25,-1.147,0.495
4,8,26,-0.091,0.729
4,8,27,-4.377,0.543
4,8,28,-1.227,0.484
4,8,29,-1.41,0.677
4,8,30,-0.916,0.547
4,8,31,-1.08,0.552
4,9,10,-1.195,0.489
4,9,11,-1.021,0.574
4,9,12,-0.957,0.529
4,9,13,-0.782,0.517
4,9,14,-1.79,0.487
4,9,15,-0.715,0.642
4,9,16,-0.982,0.5
4,9,17,-1.103,0.582
4,9,18,-1.067,0.681
4,9,19,-1.23,0.53
4,9,20,-1.418,0.507
4,9,21,-1.021,0.71
4,9,22,-1.503,0.714
4,9,23,-0.88,0.535
4,9,24,-0.59,0.659
4,9,25,-1.225,0.539
4,9,26,-0.05,0.746
4,9,27,-2.995,0.586
4,9,28,-1.149,0.561
4,9,29,-1.547,0.699
4,9,30,-0.886,0.645
4,9,31,-1.007,0.653
4,10,11,-1.131,0.567
4,10,12,-1.484,0.534
4,10,13,-1.341,0.529
4,10,14,-2.22,0.475
4,10,15,-0.822,0.63
4,10,16,-1.151,0.479
4,10,17,-1.121,0.562
4,10,18,-1.143,0.682
4,10,19,-1.267,0.531
4,10,20,-1.509,0.483
4,10,21,-1.114,0.685
4,10,22,-1.605,0.678
4,10,23,-0.932,0.551
4,10,24,-0.85,0.647
4,10,25,-1.379,0.544
4,10,26,-0.502,0.724
4,10,27,-3.306,0.601
4,10,28,-1.124,0.564
4,10,29,-1.902,0.682
4,10,30,-0.987,0.625
4,10,31,-1.134,0.632
4,11,12,-1.063,0.566
4,11,13,-1.083,0.582
4,11,14,-1.358,0.606
4,11,15,-0.065,0.717
4,11,16,-0.895,0.561
4,11,17,-0.324,0.655
4,11,18,-0.807,0.749
4,11,19,-1.023,0.578
4,11,20,-1.017,0.634
4,11,21,-0.782,0.769
4,11,22,-1.052,0.762
4,11,23,-0.642,0.626
4,11,24,-0.523,0.713
4,11,25,-1.191,0.588
4,11,26,-0.466,0.734
4,11,27,-1.56,0.62
4,11,28,-0.926,0.608
4,11,29,-1.276,0.751
4,11,30,-0.674,0.696
4,11,31,-0.673,0.702
4,12,13,-1.467,0.498
4,12,14,-1.763,0.497
4,12,15,-0.353,0.687
4,12,16,-0.729,0.517
4,12,17,-0.392,0.629
4,12,18,-0.976,0.687
4,12,19,-1.189,0.544
4,12,20,-1.232,0.632
4,12,21,-1.267,0.736
4,12,22,-1.28,0.719
4,12,23,-0.809,0.581
4,12,24,-0.608,0.674
4,12,25,-1.279,0.611
4,12,26,-0.641,0.718
4,12,27,-2.172,0.623
4,12,28,-0.99,0.6
4,12,29,-1.417,0.749
4,12,30,-0.745,0.674
4,12,31,-0.995,0.675
4,13,14,-1.431,0.504
4,13,15,-0.174,0.681
4,13,16,-0.628,0.518
4,13,17,-0.297,0.623
4,13,18,-0.931,0.682
4,13,19,-1.184,0.539
4,13,20,-1.088,0.586
4,13,21,-0.957,0.729
4,13,22,-1.075,0.72
4,13,23,-0.687,0.572
4,13,24,-0.638,0.665
4,13,25,-1.098,0.604
4,13,26,-0.4,0.725
4,13,27,-2.251,0.646
4,13,28,-0.863,0.605
4,13,29,-1.251,0.755
4,13,30,-0.586,0.676
4,13,31,-0.675,0.675
4,14,15,-0.869,0.607
4,14,16,-1.476,0.438
4,14,17,-1.47,0.496
4,14,18,-1.1,0.681
4,14,19,-1.436,0.478
4,14,20,-1.754,0.427
4,14,21,-1.322,0.638
4,14,22,-2.065,0.633
4,14,23,-1.276,0.5
4,14,24,-0.772,0.633
4,14,25,-1.479,0.511
4,14,26,-0.512,0.735
4,14,27,-3.615,0.586
4,14,28,-1.213,0.51
4,14,29,-1.668,0.683
4,14,30,-1.212,0.572
4,14,31,-1.381,0.573
4,15,16,-0.861,0.6
4,15,17,-0.715,0.611
4,15,18,-0.349,0.733
4,15,19,-0.18,0.78
4,15,20,-0.511,0.611
4,15,21,-0.211,0.656
4,15,22,-0.994,0.653
4,15,23,-0.277,0.602
4,15,24,-0.161,0.734
4,15,25,-0.317,0.629
4,15,26,-0.108,0.739
4,15,27,-2.732,0.631
4,15,28,-0.745,0.603
4,15,29,-0.996,0.687
4,15,30,-0.278,0.607
4,15,31,-0.473,0.615
4,16,17,-0.948,0.473
4,16,18,-0.759,0.678
4,16,19,-0.924,0.504
4,16,20,-0.994,0.463
4,16,21,-0.727,0.636
4,16,22,-1.617,0.638
4,16,23,-0.75,0.538
4,16,24,-0.363,0.726
4,16,25,-0.774,0.52
4,16,26,0.236,0.745
4,16,27,-3.225,0.567
4,16,28,-0.968,0.484
4,16,29,-1.378,0.659
4,16,30,-0.682,0.558
4,16,31,-0.885,0.565
4,17,18,-0.6,0.684
4,17,19,-0.619,0.72
4,17,20,-1.062,0.502
4,17,21,-0.512,0.657
4,17,22,-1.354,0.63
4,17,23,-0.587,0.505
4,17,24,-0.29,0.726
4,17,25,-0.366,0.552
4,17,26,0.028,0.724
4,17,27,-5.241,0.564
4,17,28,-1.363,0.515
4,17,29,-1.223,0.66
4,17,30,-0.761,0.552
4,17,31,-0.932,0.555
4,18,19,-0.876,0.747
4,18,20,-1.059,0.706
4,18,21,-0.844,0.712
4,18,22,-1.266,0.722
4,18,23,-0.774,0.708
4,18,24,-0.404,0.847
4,18,25,-0.844,0.774
4,18,26,-0.02,0.79
4,18,27,-2.52,0.795
4,18,28,-0.752,0.686
4,18,29,-0.848,0.781
4,18,30,-0.701,0.696
4,18,31,-0.84,0.698
4,19,20,-1.115,0.501
4,19,21,-0.807,0.756
4,19,22,-1.359,0.756
4,19,23,-0.509,0.59
4,19,24,-0.551,0.633
4,19,25,-1.074,0.523
4,19,26,-0.035,0.813
4,19,27,-2.445,0.593
4,19,28,-0.618,0.566
4,19,29,-1.416,0.728
4,19,30,-0.727,0.722
4,19,31,-0.907,0.714
4,20,21,-0.857,0.643
4,20,22,-1.813,0.629
4,20,23,-0.739,0.521
4,20,24,-0.566,0.638
4,20,25,-1.266,0.501
4,20,26,-0.22,0.734
4,20,27,-2.98,0.539
4,20,28,-0.957,0.514
4,20,29,-1.575,0.705
4,20,30,-0.739,0.567
4,20,31,-1.034,0.571
4,21,22,-2.056,0.627
4,21,23,-0.602,0.632
4,21,24,-0.491,0.769
4,21,25,-0.749,0.662
4,21,26,-0.1,0.757
4,21,27,-3.477,0.706
4,21,28,-0.588,0.645
4,21,29,-1.032,0.728
4,21,30,-0.838,0.665
4,21,31,-0.979,0.665
4,22,23,-1.36,0.625
4,22,24,-0.654,0.739
4,22,25,-1.354,0.657
4,22,26,-0.18,0.744
4,22,27,-4.023,0.68
4,22,28,-1.448,0.643
4,22,29,-3.073,0.73
4,22,30,-1.711,0.652
4,22,31,-1.647,0.662
4,23,24,-0.35,0.664
4,23,25,-0.538,0.53
4,23,26,0.019,0.734
4,23,27,-3.66,0.544
4,23,28,-0.779,0.574
4,23,29,-1.091,0.688
4,23,30,-0.496,0.562
4,23,31,-0.661,0.567
4,24,25,-0.53,0.64
4,24,26,-0.134,0.77
4,24,27,-0.847,0.672
4,24,28,-0.095,0.729
4,24,29,-1.246,0.81
4,24,30,-0.393,0.734
4,24,31,-0.532,0.731
4,25,26,-0.413,0.736
4,25,27,-2.551,0.546
4,25,28,-0.75,0.541
4,25,29,-1.393,0.719
4,25,30,-0.758,0.585
4,25,31,-0.927,0.59
4,26,27,-0.278,0.767
4,26,28,0.338,0.793
4,26,29,-0.494,0.853
4,26,30,-0.08,0.729
4,26,31,-0.233,0.731
4,27,28,-1.459,0.553
4,27,29,-5.74,0.689
4,27,30,-3.777,0.611
4,27,31,-3.733,0.618
4,28,29,-1.187,0.674
4,28,30,-0.714,0.565
4,28,31,-0.921,0.572
4,29,30,-0.984,0.7
4,29,31,-1.169,0.706
4,30,31,-1.112,0.555
5,6,7,-1.989,0.324
5,6,8,-1.625,0.355
5,6,9,-1.569,0.505
5,6,10,-1.566,0.462
5,6,11,-1.202,0.64
5,6,12,-1.788,0.468
5,6,13,-1.377,0.451
5,6,14,-2.015,0.339
5,6,15,0.015,0.661
5,6,16,-1.725,0.472
5,6,17,-0.445,0.499
5,6,18,-1.608,0.407
5,6,19,-1.224,0.63
5,6,20,-1.395,0.461
5,6,21,-1.319,0.489
5,6,22,-2.077,0.484
5,6,23,-0.693,0.587
5,6,24,-0.64,0.658
5,6,25,-1.196,0.661
5,6,26,-0.151,0.628
5,6,27,-7.52,0.569
5,6,28,-1.115,0.495
5,6,29,-1.228,0.664
5,6,30,-1.057,0.467
5,6,31,-1.314,0.457
5,7,8,-2.864,0.172
5,7,9,-2.779,0.309
5,7,10,-3.018,0.246
5,7,11,-2.164,0.379
5,7,12,-2.306,0.405
5,7,13,-1.884,0.435
5,7,14,-3.773,0.31
5,7,15,-0.704,0.491
5,7,16,-2.419,0.315
5,7,17,-1.145,0.381
5,7,18,-1.885,0.322
5,7,19,-1.705,0.621
5,7,20,-1.621,0.432
5,7,21,-2.364,0.351
5,7,22,-3.095,0.359
5,7,23,-1.163,0.417
5,7,24,-1.254,0.682
5,7,25,-1.71,0.526
5,7,26,-0.64,0.554
5,7,27,-9.515,0.318
5,7,28,-1.95,0.4
5,7,29,-1.939,0.429
5,7,30,-1.48,0.314
5,7,31,-1.83,0.307
5,8,9,-2.566,0.292
5,8,10,-2.406,0.238
5,8,11,-1.97,0.365
5,8,12,-2.403,0.435
5,8,13,-2.121,0.451
5,8,14,-3.667,0.305
5,8,15,-0.666,0.5
5,8,16,-2.197,0.317
5,8,17,-1.34,0.385
5,8,18,-1.834,0.278
5,8,19,-1.706,0.595
5,8,20,-1.756,0.47
5,8,21,-2.319,0.322
5,8,22,-3.053,0.329
5,8,23,-1.18,0.431
5,8,24,-1.361,0.667
5,8,25,-1.689,0.536
5,8,26,-0.336,0.577
5,8,27,-10.123,0.299
5,8,28,-1.678,0.397
5,8,29,-2.065,0.333
5,8,30,-1.434,0.299
5,8,31,-1.558,0.287
5,9,10,-2.148,0.17
5,9,11,-2.01,0.323
5,9,12,-2.179,0.273
5,9,13,-1.755,0.241
5,9,14,-3.118,0.174
5,9,15,-0.694,0.543
5,9,16,-2.065,0.367
5,9,17,-1.227,0.539
5,9,18,-1.982,0.3
5,9,19,-1.761,0.55
5,9,20,-1.794,0.49
5,9,21,-2.543,0.475
5,9,22,-2.12,0.497
5,9,23,-1.192,0.414
5,9,24,-1.25,0.494
5,9,25,-1.992,0.516
5,9,26,-0.304,0.579
5,9,27,-9.559,0.262
5,9,28,-1.603,0.45
5,9,29,-2.396,0.36
5,9,30,-1.451,0.456
5,9,31,-1.479,0.443
5,10,11,-2.455,0.326
5,10,12,-2.557,0.272
5,10,13,-2.185,0.249
5,10,14,-3.461,0.167
5,10,15,-0.359,0.548
5,10,16,-2.365,0.331
5,10,17,-1.045,0.532
5,10,18,-2.168,0.308
5,10,19,-1.934,0.575
5,10,20,-2.892,0.456
5,10,21,-2.356,0.447
5,10,22,-1.98,0.448
5,10,23,-1.083,0.439
5,10,24,-1.252,0.485
5,10,25,-1.774,0.516
5,10,26,-0.392,0.543
5,10,27,-10.631,0.267
5,10,28,-1.512,0.457
5,10,29,-2.216,0.341
5,10,30,-1.29,0.437
5,10,31,-1.398,0.422
5,11,12,-2.131,0.343
5,11,13,-2.033,0.357
5,11,14,-2.509,0.419
5,11,15,-0.386,0.588
5,11,16,-1.941,0.407
5,11,17,-0.366,0.606
5,11,18,-1.792,0.398
5,11,19,-1.5,0.573
5,11,20,-1.463,0.675
5,11,21,-1.797,0.528
5,11,22,-1.908,0.525
5,11,23,-1.003,0.544
5,11,24,-0.94,0.589
5,11,25,-1.447,0.583
5,11,26,-0.606,0.544
5,11,27,-10.149,0.359
5,11,28,-1.423,0.522
5,11,29,-1.851,0.409
5,11,30,-1.242,0.5
5,11,31,-1.297,0.493
5,12,13,-2.347,0.257
5,12,14,-2.916,0.261
5,12,15,-0.347,0.592
5,12,16,-1.866,0.439
5,12,17,-0.535,0.6
5,12,18,-2.136,0.329
5,12,19,-1.494,0.554
5,12,20,-1.664,0.646
5,12,21,-2.273,0.52
5,12,22,-2.273,0.504
5,12,23,-1.046,0.504
5,12,24,-1.054,0.546
5,12,25,-1.407,0.645
5,12,26,-0.808,0.535
5,12,27,-8.37,0.372
5,12,28,-1.371,0.541
5,12,29,-1.932,0.441
5,12,30,-1.472,0.508
5,12,31,-1.962,0.489
5,13,14,-2.22,0.232
5,13,15,-0.062,0.583
5,13,16,-1.64,0.437
5,13,17,-0.305,0.59
5,13,18,-1.933,0.307
5,13,19,-1.555,0.54
5,13,20,-1.476,0.602
5,13,21,-1.83,0.499
5,13,22,-1.904,0.496
5,13,23,-0.875,0.484
5,13,24,-0.954,0.524
5,13,25,-1.313,0.625
5,13,26,-0.47,0.543
5,13,27,-7.676,0.38
5,13,28,-1.115,0.541
5,13,29,-1.608,0.439
5,13,30,-1.07,0.501
5,13,31,-1.157,0.479
5,14,15,-0.751,0.502
5,14,16,-2.923,0.373
5,14,17,-1.612,0.441
5,14,18,-2.093,0.261
5,14,19,-1.81,0.533
5,14,20,-2.584,0.44
5,14,21,-2.438,0.368
5,14,22,-2.98,0.376
5,14,23,-1.506,0.41
5,14,24,-1.104,0.485
5,14,25,-1.764,0.534
5,14,26,-0.613,0.582
5,14,27,-9.89,0.305
5,14,28,-1.592,0.435
5,14,29,-2.14,0.341
5,14,30,-1.683,0.366
5,14,31,-1.808,0.345
5,15,16,-0.985,0.532
5,15,17,-0.849,0.465
5,15,18,-0.463,0.586
5,15,19,-0.288,0.774
5,15,20,-0.776,0.609
5,15,21,-0.743,0.491
5,15,22,-0.921,0.495
5,15,23,-0.076,0.513
5,15,24,-0.182,0.63
5,15,25,-0.515,0.582
5,15,26,0.217,0.626
5,15,27,-4.951,0.466
5,15,28,-0.607,0.511
5,15,29,-0.403,0.504
5,15,30,-0.149,0.468
5,15,31,-0.212,0.471
5,16,17,-1.232,0.429
5,16,18,-1.705,0.45
5,16,19,-1.565,0.617
5,16,20,-1.517,0.495
5,16,21,-2.352,0.493
5,16,22,-2.493,0.518
5,16,23,-1.502,0.531
5,16,24,-1.102,0.747
5,16,25,-1.946,0.584
5,16,26,-0.325,0.688
5,16,27,-8.992,0.472
5,16,28,-1.814,0.421
5,16,29,-1.6,0.433
5,16,30,-1.297,0.447
5,16,31,-1.504,0.448
5,17,18,-0.643,0.542
5,17,19,-0.428,0.795
5,17,20,-1.256,0.506
5,17,21,-0.804,0.421
5,17,22,-1.225,0.427
5,17,23,-0.786,0.444
5,17,24,-0.333,0.703
5,17,25,-0.549,0.568
5,17,26,0.108,0.65
5,17,27,-6.865,0.449
5,17,28,-1.124,0.467
5,17,29,-1.134,0.494
5,17,30,-0.506,0.392
5,17,31,-0.743,0.393
5,18,19,-1.268,0.572
5,18,20,-1.263,0.699
5,18,21,-2.126,0.363
5,18,22,-2,0.382
5,18,23,-1.029,0.534
5,18,24,-0.677,0.607
5,18,25,-1.644,0.673
5,18,26,-0.305,0.564
5,18,27,-7.997,0.384
5,18,28,-1.251,0.471
5,18,29,-1.568,0.387
5,18,30,-1.148,0.379
5,18,31,-1.248,0.362
5,19,20,-1.496,0.628
5,19,21,-1.678,0.698
5,19,22,-1.492,0.705
5,19,23,-0.839,0.665
5,19,24,-0.954,0.586
5,19,25,-1.507,0.645
5,19,26,-0.19,0.782
5,19,27,-5.439,0.583
5,19,28,-1.346,0.644
5,19,29,-1.538,0.564
5,19,30,-1.017,0.734
5,19,31,-1.253,0.719
5,20,21,-2.059,0.619
5,20,22,-2.271,0.599
5,20,23,-1.337,0.534
5,20,24,-1.079,0.599
5,20,25,-1.908,0.563
5,20,26,-0.496,0.725
5,20,27,-6.236,0.53
5,20,28,-1.298,0.533
5,20,29,-1.596,0.709
5,20,30,-1.271,0.553
5,20,31,-1.297,0.555
5,21,22,-2.89,0.322
5,21,23,-1.32,0.465
5,21,24,-1.274,0.589
5,21,25,-1.296,0.582
5,21,26,-0.669,0.566
5,21,27,-8.254,0.394
5,21,28,-1.546,0.492
5,21,29,-1.862,0.393
5,21,30,-1.647,0.32
5,21,31,-1.701,0.32
5,22,23,-1.78,0.464
5,22,24,-0.966,0.556
5,22,25,-1.657,0.582
5,22,26,-0.016,0.552
5,22,27,-8.757,0.372
