id1,id2,id3,id4,R2_N4_cv,R2_N4_fit
1,2,13,25,-1.393,0.852
1,2,13,26,-0.489,0.641
1,2,13,27,-5.383,0.494
1,2,13,28,-1.534,0.723
1,2,13,29,-2.031,0.533
1,2,13,30,-1.207,0.627
1,2,13,31,-1.458,0.607
1,2,14,15,-1.694,0.768
1,2,14,16,-2.954,0.772
1,2,14,17,-1.637,0.777
1,2,14,18,-3.137,0.53
1,2,14,19,-2.776,0.566
1,2,14,20,-2.324,0.77
1,2,14,21,-2.811,0.601
1,2,14,22,-2.83,0.593
1,2,14,23,-2.19,0.608
1,2,14,24,-1.812,0.657
1,2,14,25,-2.119,0.798
1,2,14,26,-1.103,0.73
1,2,14,27,-7.708,0.53
1,2,14,28,-2.365,0.745
1,2,14,29,-3.489,0.557
1,2,14,30,-2.545,0.63
1,2,14,31,-2.875,0.61
1,2,15,16,-1.27,0.815
1,2,15,17,-1.361,0.721
1,2,15,18,-1.617,0.698
1,2,15,19,-0.836,0.843
1,2,15,20,-0.986,0.849
1,2,15,21,-1.254,0.69
1,2,15,22,-1.388,0.692
1,2,15,23,-0.978,0.691
1,2,15,24,-1.003,0.752
1,2,15,25,-1.121,0.764
1,2,15,26,-0.655,0.708
1,2,15,27,-3.973,0.75
1,2,15,28,-1.329,0.761
1,2,15,29,-1.38,0.695
1,2,15,30,-1.267,0.691
1,2,15,31,-1.449,0.691
1,2,16,17,-0.957,0.756
1,2,16,18,-2.245,0.714
1,2,16,19,-2.16,0.67
1,2,16,20,-1.39,0.776
1,2,16,21,-2.116,0.73
1,2,16,22,-2.052,0.729
1,2,16,23,-1.376,0.701
1,2,16,24,-1.464,0.836
1,2,16,25,-2.079,0.726
1,2,16,26,-0.476,0.789
1,2,16,27,-6.814,0.663
1,2,16,28,-2.565,0.721
1,2,16,29,-2.474,0.7
1,2,16,30,-1.658,0.711
1,2,16,31,-2.047,0.707
1,2,17,18,-0.979,0.726
1,2,17,19,-0.615,0.808
1,2,17,20,-0.903,0.78
1,2,17,21,-1.052,0.691
1,2,17,22,-1.044,0.692
1,2,17,23,-0.682,0.725
1,2,17,24,-0.671,0.803
1,2,17,25,-0.911,0.731
1,2,17,26,0.136,0.739
1,2,17,27,-5.849,0.7
1,2,17,28,-1.404,0.755
1,2,17,29,-1.2,0.706
1,2,17,30,-0.835,0.701
1,2,17,31,-0.975,0.701
1,2,18,19,-1.992,0.597
1,2,18,20,-1.296,0.828
1,2,18,21,-2.406,0.522
1,2,18,22,-2.512,0.512
1,2,18,23,-1.381,0.591
1,2,18,24,-1.5,0.674
1,2,18,25,-1.693,0.772
1,2,18,26,-0.712,0.61
1,2,18,27,-6.132,0.471
1,2,18,28,-2.228,0.702
1,2,18,29,-3.042,0.497
1,2,18,30,-2.141,0.536
1,2,18,31,-2.502,0.521
1,2,19,20,-1.655,0.714
1,2,19,21,-1.948,0.69
1,2,19,22,-1.624,0.693
1,2,19,23,-1.265,0.656
1,2,19,24,-1.647,0.639
1,2,19,25,-2.099,0.68
1,2,19,26,-0.076,0.871
1,2,19,27,-6.456,0.51
1,2,19,28,-2.185,0.687
1,2,19,29,-2.579,0.573
1,2,19,30,-1.42,0.718
1,2,19,31,-1.654,0.696
1,2,20,21,-1.472,0.79
1,2,20,22,-1.676,0.767
1,2,20,23,-1.447,0.72
1,2,20,24,-1.259,0.752
1,2,20,25,-1.876,0.738
1,2,20,26,-0.324,0.842
1,2,20,27,-8.447,0.709
1,2,20,28,-1.838,0.777
1,2,20,29,-1.487,0.819
1,2,20,30,-1.374,0.762
1,2,20,31,-1.464,0.758
1,2,21,22,-2.84,0.521
1,2,21,23,-1.525,0.574
1,2,21,24,-1.337,0.675
1,2,21,25,-1.626,0.707
1,2,21,26,-0.595,0.621
1,2,21,27,-8.812,0.514
1,2,21,28,-2.063,0.706
1,2,21,29,-2.467,0.527
1,2,21,30,-2.184,0.52
1,2,21,31,-2.532,0.514
1,2,22,23,-1.4,0.566
1,2,22,24,-1.39,0.651
1,2,22,25,-1.729,0.706
1,2,22,26,-0.505,0.612
1,2,22,27,-8.658,0.493
1,2,22,28,-1.817,0.699
1,2,22,29,-3.42,0.513
1,2,22,30,-2.449,0.52
1,2,22,31,-2.358,0.499
1,2,23,24,-1.024,0.715
1,2,23,25,-1.494,0.678
1,2,23,26,0.022,0.704
1,2,23,27,-9.434,0.548
1,2,23,28,-1.922,0.697
1,2,23,29,-1.591,0.572
1,2,23,30,-1.227,0.565
1,2,23,31,-1.313,0.559
1,2,24,25,-1.553,0.78
1,2,24,26,-0.477,0.737
1,2,24,27,-3.493,0.622
1,2,24,28,-1.141,0.78
1,2,24,29,-1.866,0.635
1,2,24,30,-1.288,0.694
1,2,24,31,-1.454,0.68
1,2,25,26,-0.351,0.828
1,2,25,27,-5.276,0.699
1,2,25,28,-1.841,0.697
1,2,25,29,-1.926,0.697
1,2,25,30,-1.553,0.685
1,2,25,31,-1.744,0.684
1,2,26,27,-2.403,0.61
1,2,26,28,-0.082,0.802
1,2,26,29,-0.638,0.63
1,2,26,30,-0.389,0.624
1,2,26,31,-0.444,0.62
1,2,27,28,-4.041,0.726
1,2,27,29,-7.47,0.453
1,2,27,30,-8.638,0.522
1,2,27,31,-9.211,0.501
1,2,28,29,-1.912,0.703
1,2,28,30,-2.044,0.684
1,2,28,31,-2.045,0.682
1,2,29,30,-2.094,0.539
1,2,29,31,-2.554,0.525
1,2,30,31,-1.742,0.602
1,3,4,5,-1.903,0.664
1,3,4,6,-1.548,0.61
1,3,4,7,-1.842,0.61
1,3,4,8,-1.736,0.623
1,3,4,9,-1.82,0.767
1,3,4,10,-1.639,0.792
1,3,4,11,-1.321,0.716
1,3,4,12,-1.422,0.673
1,3,4,13,-1.385,0.714
1,3,4,14,-2.134,0.697
1,3,4,15,-0.833,0.768
1,3,4,16,-1.279,0.663
1,3,4,17,-1.455,0.674
1,3,4,18,-0.801,0.797
1,3,4,19,-2.128,0.654
1,3,4,20,-1.587,0.682
1,3,4,21,-1.254,0.759
1,3,4,22,-1.209,0.736
1,3,4,23,-1.16,0.674
1,3,4,24,-1.18,0.791
1,3,4,25,-1.795,0.725
1,3,4,26,-0.112,0.826
1,3,4,27,-3.104,0.63
1,3,4,28,-1.527,0.658
1,3,4,29,-1.139,0.712
1,3,4,30,-1.064,0.708
1,3,4,31,-1.245,0.707
1,3,5,6,-2.275,0.565
1,3,5,7,-3.33,0.635
1,3,5,8,-3.003,0.722
1,3,5,9,-2.822,0.658
1,3,5,10,-2.261,0.709
1,3,5,11,-2.034,0.673
1,3,5,12,-1.917,0.552
1,3,5,13,-1.846,0.569
1,3,5,14,-2.651,0.55
1,3,5,15,-0.966,0.679
1,3,5,16,-2.419,0.701
1,3,5,17,-1.826,0.652
1,3,5,18,-2.159,0.62
1,3,5,19,-2.281,0.704
1,3,5,20,-1.945,0.716
1,3,5,21,-2.672,0.633
1,3,5,22,-2.23,0.594
1,3,5,23,-1.589,0.65
1,3,5,24,-1.669,0.679
1,3,5,25,-1.63,0.783
1,3,5,26,-0.493,0.72
1,3,5,27,-8.573,0.49
1,3,5,28,-1.993,0.613
1,3,5,29,-2.082,0.501
1,3,5,30,-1.976,0.603
1,3,5,31,-2.098,0.591
1,3,6,7,-2.64,0.58
1,3,6,8,-2.622,0.585
1,3,6,9,-1.752,0.748
1,3,6,10,-1.676,0.775
1,3,6,11,-1.086,0.72
1,3,6,12,-1.432,0.591
1,3,6,13,-1.193,0.614
1,3,6,14,-2.289,0.58
1,3,6,15,-0.445,0.756
1,3,6,16,-1.964,0.669
1,3,6,17,-1.299,0.671
1,3,6,18,-1.668,0.642
1,3,6,19,-2.129,0.608
1,3,6,20,-1.559,0.683
1,3,6,21,-1.463,0.67
1,3,6,22,-1.778,0.639
1,3,6,23,-0.873,0.692
1,3,6,24,-0.826,0.725
1,3,6,25,-1.308,0.746
1,3,6,26,-0.182,0.751
1,3,6,27,-3.909,0.587
1,3,6,28,-1.725,0.617
1,3,6,29,-0.806,0.673
1,3,6,30,-1.417,0.641
1,3,6,31,-1.654,0.629
1,3,7,8,-3.917,0.59
1,3,7,9,-3.412,0.791
1,3,7,10,-3.18,0.816
1,3,7,11,-2.484,0.693
1,3,7,12,-2.378,0.653
1,3,7,13,-2.24,0.708
1,3,7,14,-3.583,0.711
1,3,7,15,-1.633,0.726
1,3,7,16,-2.653,0.653
1,3,7,17,-2.119,0.653
1,3,7,18,-2.575,0.736
1,3,7,19,-2.479,0.659
1,3,7,20,-1.811,0.682
1,3,7,21,-2.737,0.695
1,3,7,22,-3.497,0.669
1,3,7,23,-1.823,0.667
1,3,7,24,-1.799,0.801
1,3,7,25,-1.934,0.711
1,3,7,26,-1.032,0.774
1,3,7,27,-4.444,0.591
1,3,7,28,-2.856,0.616
1,3,7,29,-2.544,0.696
1,3,7,30,-2.356,0.645
1,3,7,31,-2.768,0.641
1,3,8,9,-2.817,0.786
1,3,8,10,-2.514,0.841
1,3,8,11,-2.042,0.671
1,3,8,12,-1.925,0.656
1,3,8,13,-1.999,0.699
1,3,8,14,-3.301,0.674
1,3,8,15,-1.262,0.748
1,3,8,16,-2.48,0.647
1,3,8,17,-1.852,0.661
1,3,8,18,-2.351,0.727
1,3,8,19,-2.293,0.613
1,3,8,20,-1.871,0.69
1,3,8,21,-2.569,0.671
1,3,8,22,-3.598,0.651
1,3,8,23,-1.631,0.673
1,3,8,24,-1.789,0.76
1,3,8,25,-1.792,0.701
1,3,8,26,-0.995,0.812
1,3,8,27,-5.665,0.579
1,3,8,28,-2.169,0.603
1,3,8,29,-2.511,0.67
1,3,8,30,-2.279,0.632
1,3,8,31,-2.426,0.624
1,3,9,10,-2.115,0.708
1,3,9,11,-1.814,0.68
1,3,9,12,-1.45,0.657
1,3,9,13,-1.387,0.656
1,3,9,14,-2.608,0.656
1,3,9,15,-1.338,0.775
1,3,9,16,-2.32,0.766
1,3,9,17,-1.731,0.818
1,3,9,18,-2.179,0.692
1,3,9,19,-2.166,0.669
1,3,9,20,-1.832,0.802
1,3,9,21,-2.248,0.788
1,3,9,22,-2.256,0.765
1,3,9,23,-1.755,0.707
1,3,9,24,-1.543,0.721
1,3,9,25,-1.797,0.765
1,3,9,26,-0.621,0.804
1,3,9,27,-4.169,0.671
1,3,9,28,-2.028,0.713
1,3,9,29,-2.301,0.66
1,3,9,30,-1.904,0.768
1,3,9,31,-2.014,0.76
1,3,10,11,-1.789,0.717
1,3,10,12,-1.611,0.708
1,3,10,13,-1.539,0.707
1,3,10,14,-2.931,0.715
1,3,10,15,-1.32,0.799
1,3,10,16,-2.429,0.788
1,3,10,17,-1.669,0.854
1,3,10,18,-2.157,0.744
1,3,10,19,-1.915,0.716
1,3,10,20,-1.744,0.807
1,3,10,21,-2.152,0.818
1,3,10,22,-2.222,0.782
1,3,10,23,-1.491,0.777
1,3,10,24,-1.481,0.732
1,3,10,25,-1.33,0.81
1,3,10,26,-0.649,0.803
1,3,10,27,-4.657,0.712
1,3,10,28,-1.842,0.763
1,3,10,29,-2.224,0.707
1,3,10,30,-1.841,0.803
1,3,10,31,-1.977,0.796
1,3,11,12,-1.21,0.607
1,3,11,13,-1.349,0.617
1,3,11,14,-1.917,0.696
1,3,11,15,-0.578,0.77
1,3,11,16,-1.788,0.68
1,3,11,17,-0.62,0.787
1,3,11,18,-1.338,0.723
1,3,11,19,-1.787,0.629
1,3,11,20,-1.361,0.804
1,3,11,21,-1.456,0.781
1,3,11,22,-1.318,0.744
1,3,11,23,-0.924,0.722
1,3,11,24,-1.27,0.711
1,3,11,25,-1.274,0.726
1,3,11,26,-0.629,0.743
1,3,11,27,-4.187,0.61
1,3,11,28,-1.413,0.674
1,3,11,29,-1.693,0.64
1,3,11,30,-1.178,0.735
1,3,11,31,-1.34,0.726
1,3,12,13,-2.05,0.555
1,3,12,14,-2.039,0.558
1,3,12,15,-0.548,0.728
1,3,12,16,-1.284,0.673
1,3,12,17,-0.754,0.738
1,3,12,18,-1.274,0.622
1,3,12,19,-1.514,0.587
1,3,12,20,-1.155,0.795
1,3,12,21,-1.77,0.696
1,3,12,22,-1.241,0.658
1,3,12,23,-0.872,0.664
1,3,12,24,-0.999,0.675
1,3,12,25,-0.896,0.761
1,3,12,26,-0.469,0.72
1,3,12,27,-3.73,0.525
1,3,12,28,-1.091,0.654
1,3,12,29,-1.242,0.57
1,3,12,30,-1.044,0.673
1,3,12,31,-1.462,0.658
1,3,13,14,-1.599,0.558
1,3,13,15,-0.489,0.748
1,3,13,16,-1.229,0.703
1,3,13,17,-0.678,0.766
1,3,13,18,-1.316,0.622
1,3,13,19,-1.89,0.605
1,3,13,20,-1.12,0.821
1,3,13,21,-1.409,0.703
1,3,13,22,-1.212,0.673
1,3,13,23,-0.823,0.677
1,3,13,24,-1.139,0.686
1,3,13,25,-1.022,0.794
1,3,13,26,-0.422,0.728
1,3,13,27,-3.239,0.554
1,3,13,28,-1.045,0.688
1,3,13,29,-1.231,0.586
1,3,13,30,-1.044,0.695
1,3,13,31,-1.109,0.678
1,3,14,15,-1.296,0.739
1,3,14,16,-2.528,0.731
1,3,14,17,-2.038,0.723
1,3,14,18,-2.189,0.619
1,3,14,19,-2.07,0.593
1,3,14,20,-2.131,0.743
1,3,14,21,-2.342,0.661
1,3,14,22,-2.435,0.638
1,3,14,23,-1.68,0.658
1,3,14,24,-1.583,0.674
1,3,14,25,-1.602,0.789
1,3,14,26,-0.63,0.779
1,3,14,27,-5.439,0.548
1,3,14,28,-2,0.665
1,3,14,29,-2.258,0.562
1,3,14,30,-2.075,0.66
1,3,14,31,-2.242,0.643
1,3,15,16,-1.144,0.766
1,3,15,17,-1.78,0.685
1,3,15,18,-1.214,0.722
1,3,15,19,-0.724,0.848
1,3,15,20,-0.876,0.807
1,3,15,21,-1.19,0.691
1,3,15,22,-1.329,0.681
1,3,15,23,-0.766,0.706
1,3,15,24,-0.863,0.772
1,3,15,25,-0.761,0.788
1,3,15,26,-0.216,0.765
1,3,15,27,-3.843,0.692
1,3,15,28,-1.262,0.692
1,3,15,29,-1.152,0.679
1,3,15,30,-1.108,0.678
1,3,15,31,-1.193,0.678
1,3,16,17,-1.514,0.7
1,3,16,18,-1.732,0.769
1,3,16,19,-2.218,0.679
1,3,16,20,-1.309,0.733
1,3,16,21,-1.977,0.766
1,3,16,22,-1.936,0.753
1,3,16,23,-1.14,0.741
1,3,16,24,-1.281,0.853
1,3,16,25,-1.837,0.762
1,3,16,26,-0.159,0.862
1,3,16,27,-4.427,0.655
1,3,16,28,-2.012,0.651
1,3,16,29,-1.889,0.669
1,3,16,30,-1.555,0.721
1,3,16,31,-1.744,0.719
1,3,17,18,-1.477,0.744
1,3,17,19,-0.925,0.803
1,3,17,20,-1.54,0.729
1,3,17,21,-1.741,0.672
1,3,17,22,-1.672,0.659
1,3,17,23,-1.711,0.668
1,3,17,24,-0.92,0.815
1,3,17,25,-1.043,0.755
1,3,17,26,-0.336,0.794
1,3,17,27,-4.917,0.645
1,3,17,28,-1.762,0.663
1,3,17,29,-1.645,0.656
1,3,17,30,-1.608,0.65
1,3,17,31,-1.763,0.649
1,3,18,19,-1.569,0.711
1,3,18,20,-1.007,0.846
1,3,18,21,-2.093,0.671
1,3,18,22,-2.301,0.656
1,3,18,23,-1.275,0.742
1,3,18,24,-1.195,0.749
1,3,18,25,-1.293,0.847
1,3,18,26,-0.526,0.75
1,3,18,27,-4.874,0.629
1,3,18,28,-1.846,0.673
1,3,18,29,-1.917,0.626
1,3,18,30,-1.85,0.666
1,3,18,31,-1.998,0.657
1,3,19,20,-1.972,0.704
1,3,19,21,-1.801,0.762
1,3,19,22,-1.505,0.741
1,3,19,23,-1.289,0.692
1,3,19,24,-1.676,0.657
1,3,19,25,-1.629,0.702
1,3,19,26,-0.352,0.827
1,3,19,27,-3.463,0.56
1,3,19,28,-2.02,0.651
1,3,19,29,-2.21,0.616
1,3,19,30,-1.42,0.759
1,3,19,31,-1.656,0.739
1,3,20,21,-1.504,0.794
1,3,20,22,-1.609,0.764
1,3,20,23,-1.484,0.725
1,3,20,24,-1.365,0.759
1,3,20,25,-1.714,0.75
1,3,20,26,-0.198,0.864
1,3,20,27,-2.579,0.684
1,3,20,28,-1.398,0.711
1,3,20,29,-1.184,0.771
1,3,20,30,-1.292,0.752
1,3,20,31,-1.375,0.749
1,3,21,22,-2.826,0.657
1,3,21,23,-1.365,0.687
1,3,21,24,-1.297,0.733
1,3,21,25,-1.23,0.764
1,3,21,26,-0.552,0.748
1,3,21,27,-5.368,0.631
1,3,21,28,-1.835,0.676
1,3,21,29,-2.081,0.632
1,3,21,30,-1.648,0.633
1,3,21,31,-1.836,0.647
1,3,22,23,-1.728,0.666
1,3,22,24,-1.405,0.696
1,3,22,25,-1.299,0.749
1,3,22,26,-0.581,0.728
1,3,22,27,-5.243,0.591
1,3,22,28,-1.785,0.658
1,3,22,29,-3.193,0.598
1,3,22,30,-2.494,0.598
1,3,22,31,-2.503,0.591
1,3,23,24,-1.242,0.722
1,3,23,25,-1.327,0.712
1,3,23,26,-0.172,0.783
1,3,23,27,-3.306,0.645
1,3,23,28,-1.344,0.688
1,3,23,29,-1.258,0.655
1,3,23,30,-1.228,0.658
1,3,23,31,-1.438,0.653
1,3,24,25,-1.204,0.751
1,3,24,26,-0.599,0.76
1,3,24,27,-2.378,0.655
1,3,24,28,-0.869,0.78
1,3,24,29,-1.569,0.671
1,3,24,30,-1.19,0.732
1,3,24,31,-1.325,0.718
1,3,25,26,-0.182,0.824
1,3,25,27,-2.045,0.735
1,3,25,28,-1.44,0.715
1,3,25,29,-1.384,0.733
1,3,25,30,-1.258,0.729
1,3,25,31,-1.491,0.727
1,3,26,27,-1.594,0.72
1,3,26,28,0.172,0.824
1,3,26,29,-0.485,0.74
1,3,26,30,-0.367,0.738
1,3,26,31,-0.378,0.734
1,3,27,28,-3.319,0.587
1,3,27,29,-7.854,0.492
1,3,27,30,-5.174,0.598
1,3,27,31,-5.346,0.583
1,3,28,29,-1.57,0.605
1,3,28,30,-1.639,0.634
1,3,28,31,-1.674,0.63
1,3,29,30,-1.814,0.606
1,3,29,31,-1.999,0.595
1,3,30,31,-1.665,0.634
1,4,5,6,-1.076,0.633
1,4,5,7,-1.537,0.653
1,4,5,8,-1.364,0.635
1,4,5,9,-1.419,0.733
1,4,5,10,-1.872,0.717
1,4,5,11,-1.108,0.738
1,4,5,12,-1.231,0.704
1,4,5,13,-1.135,0.739
1,4,5,14,-1.806,0.716
1,4,5,15,-0.692,0.76
1,4,5,16,-0.86,0.657
1,4,5,17,-0.878,0.655
1,4,5,18,-0.803,0.751
1,4,5,19,-1.232,0.766
1,4,5,20,-1.407,0.679
1,4,5,21,-1.265,0.73
1,4,5,22,-1.256,0.72
1,4,5,23,-1.043,0.672
1,4,5,24,-1.019,0.83
1,4,5,25,-1.645,0.783
1,4,5,26,-0.272,0.816
1,4,5,27,-5.75,0.661
1,4,5,28,-1.171,0.675
1,4,5,29,-0.961,0.704
1,4,5,30,-0.877,0.693
1,4,5,31,-1.084,0.695
1,4,6,7,-1.683,0.607
1,4,6,8,-1.305,0.592
1,4,6,9,-1.169,0.738
1,4,6,10,-0.978,0.721
1,4,6,11,-0.914,0.704
1,4,6,12,-0.949,0.669
1,4,6,13,-0.826,0.713
1,4,6,14,-1.6,0.702
1,4,6,15,-0.318,0.77
1,4,6,16,-0.934,0.623
