1998	1.0462
1999	-0.7137
2000	-0.755
2001	0.8037
2002	0.708
2003	-0.9055
2004	-0.7183
2005	0.4753
2006	-0.054
2007	-1.3085
2008	0.8784
2009	0.2344
2010	1.4688
2011	-1.9484
2012	0.7886
