1998	-1.0699
1999	0.2526
2000	1.498
2001	0.2989
2002	-0.4257
2003	-1.43
2004	0.9908
2005	0.5294
2006	-0.642
2007	-0.387
2008	-0.5027
2009	-0.3635
2010	0.6076
2011	2.0976
2012	0.0466
2013	-1.5008
