id1,id2,id3,R2_N3_cv,R2_N3_fit
1,29,30,-1.725,0.548
1,29,31,-0.459,0.518
1,30,31,-2.172,0.496
2,3,4,-1.676,0.597
2,3,5,-1.143,0.488
2,3,6,-0.756,0.651
2,3,7,-1.104,0.49
2,3,8,-1.041,0.513
2,3,9,-0.85,0.504
2,3,10,-0.657,0.561
2,3,11,-1.191,0.55
2,3,12,-1.249,0.485
2,3,13,-0.825,0.51
2,3,14,-0.877,0.514
2,3,15,-0.948,0.531
2,3,16,-1.399,0.532
2,3,17,-0.448,0.599
2,3,18,-1.417,0.531
2,3,19,-0.807,0.561
2,3,20,-1.037,0.577
2,3,21,-1.889,0.646
2,3,22,-1.402,0.567
2,3,23,-0.692,0.645
2,3,24,-1.435,0.565
2,3,25,-1.179,0.686
2,3,26,-1.663,0.552
2,3,27,-5.207,0.702
2,3,28,-3.321,0.526
2,3,29,-1.206,0.505
2,3,30,-1.741,0.49
2,3,31,-1.383,0.563
2,4,5,-1.947,0.528
2,4,6,-1.259,0.643
2,4,7,-1.44,0.619
2,4,8,-1.493,0.528
2,4,9,-1.234,0.535
2,4,10,-1.171,0.54
2,4,11,-1.804,0.548
2,4,12,-1.882,0.541
2,4,13,-1.368,0.588
2,4,14,-1.537,0.611
2,4,15,-1.947,0.573
2,4,16,-1.986,0.571
2,4,17,-0.678,0.62
2,4,18,-2.155,0.53
2,4,19,-1.423,0.567
2,4,20,-1.344,0.58
2,4,21,-1.57,0.561
2,4,22,-0.639,0.566
2,4,23,-1.315,0.616
2,4,24,-1.648,0.531
2,4,25,-1.682,0.551
2,4,26,-1.752,0.561
2,4,27,-1.483,0.827
2,4,28,-1.901,0.71
2,4,29,-2.302,0.589
2,4,30,-1.954,0.537
2,4,31,-1.795,0.57
2,5,6,-0.403,0.562
2,5,7,-1.171,0.399
2,5,8,-0.74,0.422
2,5,9,-0.536,0.415
2,5,10,-0.256,0.522
2,5,11,-0.936,0.462
2,5,12,-1.012,0.406
2,5,13,-0.402,0.463
2,5,14,-0.567,0.474
2,5,15,-0.352,0.477
2,5,16,-1.048,0.469
2,5,17,-0.106,0.571
2,5,18,-1.575,0.407
2,5,19,-0.474,0.48
2,5,20,-1.278,0.593
2,5,21,-1.167,0.488
2,5,22,-0.181,0.534
2,5,23,-0.632,0.626
2,5,24,-0.821,0.413
2,5,25,-1.016,0.472
2,5,26,-1.169,0.452
2,5,27,-3.233,0.657
2,5,28,-2.148,0.483
2,5,29,-0.844,0.445
2,5,30,-1.145,0.39
2,5,31,-1.033,0.439
2,6,7,-0.474,0.549
2,6,8,-0.577,0.686
2,6,9,0.094,0.682
2,6,10,0.042,0.744
2,6,11,-0.528,0.537
2,6,12,-0.455,0.669
2,6,13,0.035,0.823
2,6,14,-0.262,0.697
2,6,15,0.152,0.543
2,6,16,-0.414,0.671
2,6,17,0.209,0.623
2,6,18,-0.716,0.568
2,6,19,-0.079,0.572
2,6,20,-0.455,0.598
2,6,21,-0.383,0.537
2,6,22,0.31,0.593
2,6,23,0.018,0.652
2,6,24,-0.325,0.582
2,6,25,-0.536,0.547
2,6,26,-0.861,0.538
2,6,27,-1.328,0.676
2,6,28,-0.962,0.542
2,6,29,-0.506,0.554
2,6,30,-0.479,0.541
2,6,31,-0.299,0.57
2,7,8,-0.603,0.431
2,7,9,-0.611,0.433
2,7,10,-0.456,0.503
2,7,11,-0.981,0.431
2,7,12,-1.03,0.414
2,7,13,-0.599,0.467
2,7,14,-0.654,0.474
2,7,15,-0.356,0.475
2,7,16,-1.549,0.495
2,7,17,-0.118,0.569
2,7,18,-1.421,0.45
2,7,19,-0.658,0.457
2,7,20,-0.754,0.487
2,7,21,-1.21,0.504
2,7,22,-0.013,0.521
2,7,23,-0.541,0.695
2,7,24,-0.844,0.422
2,7,25,-1.036,0.527
2,7,26,-1.372,0.415
2,7,27,-2.791,0.655
2,7,28,-2.766,0.47
2,7,29,-1.159,0.421
2,7,30,-1.165,0.393
2,7,31,-0.852,0.45
2,8,9,-0.272,0.422
2,8,10,-0.061,0.522
2,8,11,-0.752,0.461
2,8,12,-0.837,0.43
2,8,13,-0.318,0.473
2,8,14,-0.499,0.491
2,8,15,-0.201,0.508
2,8,16,-0.913,0.5
2,8,17,0.028,0.579
2,8,18,-1.24,0.431
2,8,19,-0.456,0.475
2,8,20,-0.79,0.51
2,8,21,-0.955,0.528
2,8,22,-0.027,0.521
2,8,23,-0.511,0.617
2,8,24,-0.542,0.429
2,8,25,-0.94,0.504
2,8,26,-1.195,0.467
2,8,27,-2.079,0.733
2,8,28,-2.7,0.643
2,8,29,-1.073,0.527
2,8,30,-0.873,0.444
2,8,31,-0.651,0.471
2,9,10,-0.088,0.579
2,9,11,-0.528,0.465
2,9,12,-0.636,0.424
2,9,13,-0.173,0.472
2,9,14,-0.285,0.494
2,9,15,-0.003,0.504
2,9,16,-0.686,0.488
2,9,17,0.087,0.574
2,9,18,-0.957,0.424
2,9,19,-0.205,0.473
2,9,20,-0.765,0.518
2,9,21,-0.689,0.513
2,9,22,0.084,0.517
2,9,23,-0.264,0.614
2,9,24,-0.345,0.425
2,9,25,-0.591,0.494
2,9,26,-0.844,0.469
2,9,27,-2.196,0.73
2,9,28,-1.399,0.628
2,9,29,-0.574,0.511
2,9,30,-0.527,0.45
2,9,31,-0.54,0.465
2,10,11,-0.312,0.556
2,10,12,-0.385,0.49
2,10,13,-0.142,0.514
2,10,14,-0.142,0.548
2,10,15,0.109,0.569
2,10,16,-0.529,0.533
2,10,17,0.143,0.617
2,10,18,-0.846,0.491
2,10,19,-0.14,0.542
2,10,20,-0.793,0.607
2,10,21,-0.54,0.58
2,10,22,0.176,0.578
2,10,23,-0.231,0.637
2,10,24,-0.212,0.491
2,10,25,-0.466,0.549
2,10,26,-0.702,0.551
2,10,27,-1.039,0.723
2,10,28,-0.742,0.686
2,10,29,-0.452,0.623
2,10,30,-0.33,0.538
2,10,31,-0.498,0.517
2,11,12,-0.827,0.449
2,11,13,-0.477,0.528
2,11,14,-0.81,0.522
2,11,15,-0.44,0.497
2,11,16,-1.061,0.501
2,11,17,-0.04,0.622
2,11,18,-1.459,0.462
2,11,19,-0.611,0.441
2,11,20,-0.89,0.499
2,11,21,-1.561,0.462
2,11,22,-0.191,0.562
2,11,23,-0.518,0.615
2,11,24,-0.925,0.424
2,11,25,-1.257,0.468
2,11,26,-1.305,0.418
2,11,27,-3.678,0.679
2,11,28,-2.156,0.539
2,11,29,-1.154,0.432
2,11,30,-1.211,0.411
2,11,31,-1.097,0.519
2,12,13,-0.471,0.468
2,12,14,-0.649,0.481
2,12,15,-0.447,0.482
2,12,16,-1.019,0.472
2,12,17,-0.23,0.568
2,12,18,-1.567,0.452
2,12,19,-0.565,0.476
2,12,20,-1.013,0.538
2,12,21,-1.279,0.576
2,12,22,-0.335,0.548
2,12,23,-0.819,0.63
2,12,24,-1.003,0.441
2,12,25,-1.008,0.563
2,12,26,-1.196,0.475
2,12,27,-3.424,0.662
2,12,28,-2.363,0.548
2,12,29,-1.145,0.459
2,12,30,-1.237,0.426
2,12,31,-0.992,0.478
2,13,14,-0.377,0.48
2,13,15,0.041,0.553
2,13,16,-0.759,0.496
2,13,17,0.119,0.614
2,13,18,-0.919,0.504
2,13,19,-0.196,0.544
2,13,20,-0.549,0.548
2,13,21,-0.816,0.663
2,13,22,0.02,0.576
2,13,23,-0.498,0.709
2,13,24,-0.352,0.494
2,13,25,-0.629,0.617
2,13,26,-1.011,0.516
2,13,27,-2.968,0.689
2,13,28,-2.16,0.566
2,13,29,-0.693,0.58
2,13,30,-0.906,0.469
2,13,31,-0.603,0.527
2,14,15,0.002,0.57
2,14,16,-0.914,0.512
2,14,17,0.192,0.674
2,14,18,-1.027,0.491
2,14,19,-0.461,0.529
2,14,20,-0.618,0.549
2,14,21,-0.916,0.58
2,14,22,-0.099,0.567
2,14,23,-0.434,0.733
2,14,24,-0.562,0.48
2,14,25,-0.854,0.553
2,14,26,-0.97,0.486
2,14,27,-3.205,0.682
2,14,28,-1.695,0.52
2,14,29,-0.87,0.588
2,14,30,-1.079,0.475
2,14,31,-0.636,0.532
2,15,16,-0.3,0.648
2,15,17,0.073,0.569
2,15,18,-0.85,0.537
2,15,19,-0.035,0.539
2,15,20,-0.503,0.558
2,15,21,-0.447,0.545
2,15,22,-0.019,0.528
2,15,23,-0.207,0.621
2,15,24,-0.1,0.547
2,15,25,-0.323,0.562
2,15,26,-0.641,0.537
2,15,27,-0.947,0.665
2,15,28,-1.008,0.523
2,15,29,-0.35,0.472
2,15,30,-0.22,0.473
2,15,31,-0.275,0.545
2,16,17,-0.146,0.678
2,16,18,-1.666,0.468
2,16,19,-0.768,0.495
2,16,20,-1.26,0.553
2,16,21,-1.36,0.495
2,16,22,-0.257,0.595
2,16,23,-0.777,0.639
2,16,24,-0.843,0.468
2,16,25,-1.216,0.496
2,16,26,-0.91,0.459
2,16,27,-3.205,0.678
2,16,28,-2.088,0.545
2,16,29,-1.057,0.511
2,16,30,-0.875,0.467
2,16,31,-1.028,0.589
2,17,18,-0.537,0.63
2,17,19,0.161,0.632
2,17,20,-0.25,0.588
2,17,21,-0.311,0.637
2,17,22,0.044,0.582
2,17,23,-0.073,0.659
2,17,24,0.064,0.643
2,17,25,-0.211,0.67
2,17,26,-0.419,0.628
2,17,27,-0.361,0.745
2,17,28,-1.229,0.616
2,17,29,-0.152,0.567
2,17,30,-0.013,0.594
2,17,31,-0.401,0.591
2,18,19,-0.917,0.46
2,18,20,-1.777,0.546
2,18,21,-1.565,0.456
2,18,22,-0.51,0.543
2,18,23,-1.096,0.615
2,18,24,-1.186,0.415
2,18,25,-1.434,0.453
2,18,26,-1.525,0.427
2,18,27,-4.652,0.668
2,18,28,-2.729,0.515
2,18,29,-1.223,0.493
2,18,30,-1.527,0.409
2,18,31,-1.443,0.455
2,19,20,-0.722,0.516
2,19,21,-0.628,0.459
2,19,22,0.141,0.62
2,19,23,-0.084,0.624
2,19,24,-0.382,0.441
2,19,25,-0.684,0.465
2,19,26,-0.877,0.439
2,19,27,-1.849,0.678
2,19,28,-1.331,0.562
2,19,29,-0.492,0.461
2,19,30,-0.275,0.439
2,19,31,-0.388,0.511
2,20,21,-0.903,0.535
2,20,22,0.005,0.547
2,20,23,-0.605,0.65
2,20,24,-0.887,0.518
2,20,25,-1.228,0.551
2,20,26,-1.722,0.487
2,20,27,-2.751,0.803
2,20,28,-2.446,0.573
2,20,29,-1.076,0.505
2,20,30,-1.032,0.486
2,20,31,-1.011,0.531
2,21,22,-0.257,0.566
2,21,23,-0.355,0.619
2,21,24,-1.296,0.453
2,21,25,-1.322,0.453
2,21,26,-0.976,0.451
2,21,27,-1.741,0.662
2,21,28,-1.761,0.509
2,21,29,-1.235,0.456
2,21,30,-1.309,0.449
2,21,31,-0.819,0.518
2,22,23,0.031,0.627
2,22,24,0.143,0.534
2,22,25,-0.251,0.569
2,22,26,-0.51,0.548
2,22,27,-0.585,0.746
2,22,28,-1.236,0.552
2,22,29,-0.282,0.517
2,22,30,-0.02,0.519
2,22,31,-0.222,0.585
2,23,24,-0.305,0.621
2,23,25,-0.464,0.621
2,23,26,-0.879,0.622
2,23,27,-1.916,0.817
2,23,28,-1.1,0.725
2,23,29,-0.442,0.616
2,23,30,-0.287,0.626
2,23,31,-0.377,0.703
2,24,25,-0.908,0.453
2,24,26,-0.975,0.409
2,24,27,-1.834,0.677
2,24,28,-1.758,0.538
2,24,29,-0.953,0.488
2,24,30,-0.558,0.403
2,24,31,-0.738,0.474
2,25,26,-1.027,0.453
2,25,27,-1.397,0.667
2,25,28,-1.803,0.529
2,25,29,-1.067,0.474
2,25,30,-0.693,0.453
2,25,31,-1.18,0.51
2,26,27,-3.04,0.663
2,26,28,-2.316,0.489
2,26,29,-1.102,0.428
2,26,30,-0.927,0.398
2,26,31,-1.514,0.494
2,27,28,-1.384,0.661
2,27,29,-2.883,0.657
2,27,30,-2.323,0.655
2,27,31,-2.726,0.702
2,28,29,-2.104,0.464
2,28,30,-2.104,0.464
2,28,31,-2.028,0.519
2,29,30,-1.096,0.413
2,29,31,-1.043,0.49
2,30,31,-2.843,0.444
3,4,5,-2.53,0.459
3,4,6,-1.666,0.627
3,4,7,-1.978,0.581
3,4,8,-2.396,0.429
3,4,9,-1.932,0.441
3,4,10,-1.801,0.462
3,4,11,-2.658,0.549
3,4,12,-2.381,0.519
3,4,13,-1.548,0.575
3,4,14,-1.856,0.523
3,4,15,-1.322,0.534
3,4,16,-2.927,0.499
3,4,17,-1.064,0.539
3,4,18,-2.696,0.45
3,4,19,-1.63,0.633
3,4,20,-2.3,0.485
3,4,21,-2.357,0.669
3,4,22,-0.89,0.528
3,4,23,-2.21,0.432
3,4,24,-2.48,0.593
3,4,25,-2.319,0.689
3,4,26,-2.201,0.645
3,4,27,-3.95,0.613
3,4,28,-3.762,0.557
3,4,29,-2.989,0.556
3,4,30,-2.834,0.548
3,4,31,-2.842,0.502
3,5,6,-1.226,0.555
3,5,7,-1.853,0.364
3,5,8,-1.626,0.395
3,5,9,-1.056,0.432
3,5,10,-0.68,0.561
3,5,11,-1.574,0.485
3,5,12,-1.402,0.428
3,5,13,-0.895,0.476
3,5,14,-1.152,0.398
3,5,15,-0.623,0.465
3,5,16,-1.873,0.418
3,5,17,-0.299,0.505
3,5,18,-2.242,0.473
3,5,19,-0.78,0.578
3,5,20,-1.84,0.417
3,5,21,-2.075,0.657
3,5,22,-0.268,0.499
3,5,23,-1.331,0.422
3,5,24,-1.897,0.549
3,5,25,-1.486,0.682
3,5,26,-1.879,0.589
3,5,27,-6.399,0.522
3,5,28,-4.667,0.354
3,5,29,-1.754,0.397
3,5,30,-2.62,0.412
3,5,31,-2.123,0.453
3,6,7,-1.193,0.588
3,6,8,-1.318,0.72
3,6,9,-0.143,0.746
3,6,10,-0.183,0.772
3,6,11,-1.127,0.607
3,6,12,-0.762,0.711
3,6,13,-0.261,0.816
3,6,14,-0.788,0.692
3,6,15,-0.435,0.564
3,6,16,-1.032,0.7
3,6,17,-0.147,0.603
3,6,18,-1.326,0.642
3,6,19,-0.675,0.694
3,6,20,-1.109,0.603
3,6,21,-1.413,0.671
3,6,22,-0.003,0.617
3,6,23,-1.093,0.568
3,6,24,-1.234,0.77
3,6,25,-1.139,0.725
3,6,26,-2.197,0.662
3,6,27,-6.237,0.587
3,6,28,-3.433,0.564
3,6,29,-1.197,0.568
3,6,30,-2.714,0.571
3,6,31,-0.992,0.611
3,7,8,-1.327,0.394
3,7,9,-0.891,0.437
3,7,10,-0.69,0.474
3,7,11,-1.771,0.5
3,7,12,-1.378,0.429
3,7,13,-0.866,0.477
3,7,14,-1.144,0.422
3,7,15,-0.763,0.47
3,7,16,-2.161,0.485
3,7,17,-0.466,0.5
3,7,18,-2.006,0.501
3,7,19,-0.887,0.564
3,7,20,-1.501,0.431
3,7,21,-1.814,0.69
3,7,22,-0.101,0.523
3,7,23,-1.105,0.556
3,7,24,-1.624,0.564
3,7,25,-1.174,0.762
3,7,26,-2.043,0.539
3,7,27,-4.708,0.488
3,7,28,-4.682,0.39
