id1,id2,id3,id4,R2_N4_cv,R2_N4_fit
1,2,3,4,-0.731,0.678
1,2,3,5,-0.411,0.645
1,2,3,6,-0.332,0.685
1,2,3,7,-0.506,0.639
1,2,3,8,-0.337,0.658
1,2,3,9,-0.073,0.655
1,2,3,10,0.042,0.715
1,2,3,11,-0.39,0.668
1,2,3,12,-0.38,0.699
1,2,3,13,-0.251,0.681
1,2,3,14,-0.574,0.642
1,2,3,15,-0.339,0.664
1,2,3,16,-0.473,0.711
1,2,3,17,-0.058,0.695
1,2,3,18,-0.37,0.657
1,2,3,19,-0.219,0.707
1,2,3,20,-0.433,0.641
1,2,3,21,-1.043,0.734
1,2,3,22,-0.048,0.651
1,2,3,23,-0.13,0.718
1,2,3,24,-0.72,0.718
1,2,3,25,-0.497,0.758
1,2,3,26,-1.025,0.674
1,2,3,27,-5.663,0.847
1,2,3,28,-2.29,0.638
1,2,3,29,-0.567,0.634
1,2,3,30,-2.241,0.624
1,2,3,31,-0.676,0.627
1,2,4,5,-0.62,0.685
1,2,4,6,-0.518,0.726
1,2,4,7,-0.415,0.734
1,2,4,8,-0.427,0.68
1,2,4,9,-0.208,0.678
1,2,4,10,-0.143,0.714
1,2,4,11,-0.57,0.707
1,2,4,12,-0.549,0.708
1,2,4,13,-0.372,0.715
1,2,4,14,-0.474,0.702
1,2,4,15,-0.739,0.7
1,2,4,16,-0.622,0.733
1,2,4,17,-0.153,0.717
1,2,4,18,-0.389,0.68
1,2,4,19,-0.363,0.74
1,2,4,20,-0.347,0.685
1,2,4,21,-0.693,0.741
1,2,4,22,-0.194,0.683
1,2,4,23,-0.399,0.719
1,2,4,24,-0.882,0.728
1,2,4,25,-0.525,0.742
1,2,4,26,-0.452,0.726
1,2,4,27,-2.112,0.917
1,2,4,28,-0.868,0.746
1,2,4,29,-0.834,0.703
1,2,4,30,-1.775,0.678
1,2,4,31,-0.714,0.681
1,2,5,6,0.02,0.706
1,2,5,7,-0.334,0.657
1,2,5,8,-0.06,0.662
1,2,5,9,0.068,0.658
1,2,5,10,0.333,0.721
1,2,5,11,-0.1,0.736
1,2,5,12,-0.04,0.673
1,2,5,13,0.055,0.674
1,2,5,14,-0.129,0.657
1,2,5,15,0.053,0.675
1,2,5,16,-0.185,0.722
1,2,5,17,0.16,0.705
1,2,5,18,-0.076,0.659
1,2,5,19,0.154,0.77
1,2,5,20,-0.294,0.702
1,2,5,21,-0.722,0.779
1,2,5,22,-0.962,0.677
1,2,5,23,-0.034,0.736
1,2,5,24,-0.428,0.734
1,2,5,25,-0.217,0.763
1,2,5,26,-0.395,0.764
1,2,5,27,-4.986,0.84
1,2,5,28,-1.506,0.662
1,2,5,29,-0.098,0.673
1,2,5,30,-1.836,0.644
1,2,5,31,-0.254,0.644
1,2,6,7,-0.074,0.69
1,2,6,8,-0.161,0.769
1,2,6,9,0.262,0.767
1,2,6,10,0.295,0.826
1,2,6,11,-0.032,0.693
1,2,6,12,-0.005,0.787
1,2,6,13,0.172,0.849
1,2,6,14,-0.001,0.737
1,2,6,15,0.276,0.683
1,2,6,16,0.035,0.788
1,2,6,17,0.288,0.716
1,2,6,18,0.129,0.708
1,2,6,19,0.253,0.737
1,2,6,20,-0.099,0.688
1,2,6,21,-0.343,0.721
1,2,6,22,-0.75,0.689
1,2,6,23,0.216,0.733
1,2,6,24,-0.19,0.77
1,2,6,25,-0.24,0.736
1,2,6,26,-0.366,0.699
1,2,6,27,-3.79,0.84
1,2,6,28,-0.858,0.675
1,2,6,29,0.006,0.682
1,2,6,30,-0.952,0.685
1,2,6,31,0.13,0.678
1,2,7,8,-0.027,0.666
1,2,7,9,0.032,0.668
1,2,7,10,0.125,0.723
1,2,7,11,-0.244,0.683
1,2,7,12,-0.177,0.677
1,2,7,13,-0.072,0.673
1,2,7,14,-0.154,0.651
1,2,7,15,0.046,0.667
1,2,7,16,-0.506,0.736
1,2,7,17,0.134,0.693
1,2,7,18,-0.058,0.693
1,2,7,19,-0.04,0.722
1,2,7,20,-0.078,0.646
1,2,7,21,-0.721,0.773
1,2,7,22,-0.636,0.663
1,2,7,23,-0.002,0.772
1,2,7,24,-0.41,0.733
1,2,7,25,-0.258,0.809
1,2,7,26,-0.491,0.683
1,2,7,27,-5.421,0.84
1,2,7,28,-2.3,0.648
1,2,7,29,-0.296,0.647
1,2,7,30,-1.674,0.639
1,2,7,31,-0.17,0.64
1,2,8,9,0.102,0.657
1,2,8,10,0.293,0.743
1,2,8,11,-0.147,0.699
1,2,8,12,-0.094,0.68
1,2,8,13,0.029,0.678
1,2,8,14,-0.038,0.666
1,2,8,15,0.081,0.689
1,2,8,16,-0.069,0.731
1,2,8,17,0.178,0.707
1,2,8,18,0.019,0.669
1,2,8,19,0.185,0.728
1,2,8,20,-0.086,0.666
1,2,8,21,-0.515,0.779
1,2,8,22,-0.965,0.67
1,2,8,23,0.051,0.724
1,2,8,24,-0.22,0.717
1,2,8,25,-0.173,0.765
1,2,8,26,-0.415,0.722
1,2,8,27,-4.427,0.897
1,2,8,28,-3.899,0.73
1,2,8,29,-0.244,0.704
1,2,8,30,-1.414,0.66
1,2,8,31,-0.048,0.658
1,2,9,10,0.32,0.789
1,2,9,11,-0.007,0.705
1,2,9,12,0.057,0.677
1,2,9,13,0.163,0.678
1,2,9,14,0.098,0.666
1,2,9,15,0.246,0.687
1,2,9,16,0.082,0.723
1,2,9,17,0.293,0.704
1,2,9,18,0.177,0.665
1,2,9,19,0.325,0.728
1,2,9,20,0.041,0.667
1,2,9,21,-0.403,0.768
1,2,9,22,-0.857,0.667
1,2,9,23,0.18,0.719
1,2,9,24,-0.128,0.717
1,2,9,25,-0.029,0.758
1,2,9,26,-0.175,0.728
1,2,9,27,-4.839,0.895
1,2,9,28,-1.144,0.721
1,2,9,29,0.177,0.695
1,2,9,30,-1.171,0.66
1,2,9,31,0.072,0.654
1,2,10,11,0.086,0.778
1,2,10,12,0.265,0.716
1,2,10,13,0.298,0.718
1,2,10,14,0.293,0.718
1,2,10,15,0.357,0.741
1,2,10,16,0.2,0.756
1,2,10,17,0.382,0.747
1,2,10,18,0.22,0.712
1,2,10,19,0.392,0.779
1,2,10,20,0.05,0.733
1,2,10,21,-0.221,0.818
1,2,10,22,-0.546,0.722
1,2,10,23,0.283,0.752
1,2,10,24,-0.002,0.748
1,2,10,25,0.08,0.796
1,2,10,26,-0.038,0.794
1,2,10,27,-3.342,0.893
1,2,10,28,-0.634,0.78
1,2,10,29,0.189,0.78
1,2,10,30,-0.897,0.726
1,2,10,31,0.129,0.713
1,2,11,12,0.027,0.718
1,2,11,13,-0.051,0.729
1,2,11,14,-0.157,0.691
1,2,11,15,-0.055,0.695
1,2,11,16,-0.154,0.749
1,2,11,17,0.105,0.746
1,2,11,18,-0.012,0.714
1,2,11,19,0.015,0.708
1,2,11,20,-0.179,0.671
1,2,11,21,-0.577,0.731
1,2,11,22,-0.886,0.7
1,2,11,23,-0.011,0.726
1,2,11,24,-0.469,0.726
1,2,11,25,-0.332,0.745
1,2,11,26,-0.371,0.684
1,2,11,27,-4.477,0.867
1,2,11,28,-1.758,0.697
1,2,11,29,-0.15,0.669
1,2,11,30,-1.406,0.673
1,2,11,31,-0.288,0.682
1,2,12,13,0.055,0.675
1,2,12,14,-0.088,0.677
1,2,12,15,-0.024,0.689
1,2,12,16,-0.114,0.728
1,2,12,17,0.086,0.707
1,2,12,18,-0.052,0.717
1,2,12,19,0.074,0.759
1,2,12,20,-0.095,0.693
1,2,12,21,-0.724,0.891
1,2,12,22,-1.033,0.699
1,2,12,23,-0.136,0.746
1,2,12,24,-0.469,0.777
1,2,12,25,-0.255,0.885
1,2,12,26,-0.168,0.785
1,2,12,27,-5.484,0.856
1,2,12,28,-1.831,0.709
1,2,12,29,-0.186,0.694
1,2,12,30,-1.601,0.676
1,2,12,31,-0.255,0.675
1,2,13,14,0.112,0.669
1,2,13,15,0.173,0.706
1,2,13,16,-0.12,0.713
1,2,13,17,0.238,0.724
1,2,13,18,0.191,0.705
1,2,13,19,0.214,0.761
1,2,13,20,0.074,0.68
1,2,13,21,-0.674,0.859
1,2,13,22,-0.969,0.692
1,2,13,23,0.049,0.777
1,2,13,24,-0.258,0.754
1,2,13,25,-0.222,0.832
1,2,13,26,-0.344,0.735
1,2,13,27,-5.065,0.853
1,2,13,28,-1.71,0.691
1,2,13,29,-0.038,0.719
1,2,13,30,-1.517,0.668
1,2,13,31,-0.094,0.673
1,2,14,15,0.067,0.686
1,2,14,16,-0.263,0.706
1,2,14,17,0.174,0.731
1,2,14,18,0.024,0.669
1,2,14,19,0.108,0.72
1,2,14,20,-0.031,0.656
1,2,14,21,-0.829,0.753
1,2,14,22,-1.084,0.667
1,2,14,23,-0.04,0.768
1,2,14,24,-0.357,0.716
1,2,14,25,-0.321,0.748
1,2,14,26,-0.394,0.681
1,2,14,27,-4.809,0.84
1,2,14,28,-1.376,0.651
1,2,14,29,-0.184,0.682
1,2,14,30,-1.544,0.649
1,2,14,31,-0.128,0.647
1,2,15,16,0.123,0.8
1,2,15,17,0.259,0.693
1,2,15,18,-0.109,0.713
1,2,15,19,0.246,0.743
1,2,15,20,-0.068,0.676
1,2,15,21,-0.451,0.752
1,2,15,22,-0.952,0.668
1,2,15,23,0.1,0.722
1,2,15,24,-0.093,0.79
1,2,15,25,-0.07,0.773
1,2,15,26,-0.231,0.735
1,2,15,27,-4.625,0.84
1,2,15,28,-1.041,0.669
1,2,15,29,0.024,0.662
1,2,15,30,-0.981,0.663
1,2,15,31,0.131,0.67
1,2,16,17,0.214,0.79
1,2,16,18,-0.367,0.712
1,2,16,19,0.137,0.754
1,2,16,20,-0.336,0.712
1,2,16,21,-0.644,0.756
1,2,16,22,-0.824,0.731
1,2,16,23,-0.11,0.756
1,2,16,24,-0.329,0.757
1,2,16,25,-0.29,0.764
1,2,16,26,-0.164,0.712
1,2,16,27,-4.828,0.865
1,2,16,28,-1.335,0.717
1,2,16,29,-0.163,0.724
1,2,16,30,-1.106,0.704
1,2,16,31,-0.303,0.729
1,2,17,18,0.101,0.743
1,2,17,19,0.354,0.771
1,2,17,20,0.096,0.694
1,2,17,21,-0.342,0.779
1,2,17,22,-0.737,0.694
1,2,17,23,0.195,0.738
1,2,17,24,0.051,0.809
1,2,17,25,-0.008,0.81
1,2,17,26,-0.103,0.76
1,2,17,27,-4.228,0.862
1,2,17,28,-1.241,0.705
1,2,17,29,0.196,0.693
1,2,17,30,-0.732,0.698
1,2,17,31,-0.014,0.694
1,2,18,19,0.214,0.725
1,2,18,20,-0.387,0.683
1,2,18,21,-0.593,0.723
1,2,18,22,-0.855,0.683
1,2,18,23,-0.044,0.723
1,2,18,24,-0.167,0.715
1,2,18,25,-0.121,0.731
1,2,18,26,-0.235,0.694
1,2,18,27,-6.193,0.854
1,2,18,28,-1.546,0.677
1,2,18,29,-0.016,0.696
1,2,18,30,-1.279,0.657
1,2,18,31,-0.123,0.656
1,2,19,20,-0.11,0.708
1,2,19,21,-0.273,0.732
1,2,19,22,-0.532,0.755
1,2,19,23,0.316,0.75
1,2,19,24,-0.129,0.739
1,2,19,25,-0.114,0.744
1,2,19,26,0.031,0.707
1,2,19,27,-3.62,0.877
1,2,19,28,-0.567,0.734
1,2,19,29,0.177,0.71
1,2,19,30,-0.633,0.711
1,2,19,31,0.169,0.71
1,2,20,21,-0.585,0.722
1,2,20,22,-0.189,0.657
1,2,20,23,-0.07,0.724
1,2,20,24,-0.503,0.723
1,2,20,25,-0.332,0.738
1,2,20,26,-0.84,0.671
1,2,20,27,-5.002,0.883
1,2,20,28,-1.815,0.66
1,2,20,29,-0.232,0.648
1,2,20,30,-1.386,0.64
1,2,20,31,-0.273,0.643
1,2,21,22,-1.222,0.734
1,2,21,23,-0.215,0.749
1,2,21,24,-0.693,0.756
1,2,21,25,-0.747,0.731
1,2,21,26,-0.517,0.719
1,2,21,27,-6.64,0.86
1,2,21,28,-1.859,0.721
1,2,21,29,-0.68,0.72
1,2,21,30,-1.254,0.728
1,2,21,31,-0.6,0.722
1,2,22,23,-0.674,0.718
1,2,22,24,-0.917,0.728
1,2,22,25,-0.721,0.744
1,2,22,26,-1.3,0.701
1,2,22,27,-7.69,0.856
1,2,22,28,-2.372,0.661
1,2,22,29,-1,0.655
1,2,22,30,-2.466,0.651
1,2,22,31,-1.007,0.662
1,2,23,24,0,0.762
1,2,23,25,0.001,0.757
1,2,23,26,-0.469,0.74
1,2,23,27,-4.814,0.9
1,2,23,28,-0.987,0.762
1,2,23,29,0.098,0.718
1,2,23,30,-0.686,0.719
1,2,23,31,0.081,0.743
1,2,24,25,-0.3,0.752
1,2,24,26,-0.384,0.719
1,2,24,27,-3.689,0.909
1,2,24,28,-1.307,0.751
1,2,24,29,-0.382,0.777
1,2,24,30,-1.466,0.718
1,2,24,31,-0.344,0.716
1,2,25,26,-0.214,0.731
1,2,25,27,-3.651,0.87
1,2,25,28,-1.702,0.736
1,2,25,29,-0.266,0.733
1,2,25,30,-0.713,0.745
1,2,25,31,-0.475,0.731
1,2,26,27,-4.509,0.861
1,2,26,28,-1.629,0.682
1,2,26,29,-0.378,0.676
1,2,26,30,-1.004,0.684
1,2,26,31,-0.562,0.682
1,2,27,28,-3.273,0.913
1,2,27,29,-4.687,0.849
1,2,27,30,-5.509,0.848
1,2,27,31,-4.861,0.842
1,2,28,29,-1.489,0.64
1,2,28,30,-3.548,0.641
1,2,28,31,-1.512,0.642
1,2,29,30,-1.457,0.634
1,2,29,31,-0.135,0.641
1,2,30,31,-2.84,0.626
1,3,4,5,-1.178,0.524
1,3,4,6,-1.176,0.634
1,3,4,7,-0.94,0.658
1,3,4,8,-1.017,0.526
1,3,4,9,-0.549,0.564
1,3,4,10,-0.445,0.601
1,3,4,11,-1.112,0.62
1,3,4,12,-0.828,0.713
1,3,4,13,-0.569,0.699
1,3,4,14,-1.132,0.587
1,3,4,15,-0.575,0.622
1,3,4,16,-1.36,0.635
1,3,4,17,-0.435,0.605
1,3,4,18,-0.886,0.546
1,3,4,19,-0.463,0.729
1,3,4,20,-1.086,0.527
1,3,4,21,-1.256,0.727
1,3,4,22,-0.852,0.578
1,3,4,23,-1.01,0.515
1,3,4,24,-1.235,0.713
1,3,4,25,-1.035,0.744
1,3,4,26,-1.017,0.706
1,3,4,27,-2.529,0.694
1,3,4,28,-2.377,0.583
1,3,4,29,-1.666,0.608
1,3,4,30,-2.836,0.589
1,3,4,31,-1.635,0.527
1,3,5,6,-0.636,0.577
1,3,5,7,-0.85,0.523
1,3,5,8,-0.568,0.528
1,3,5,9,-0.126,0.577
1,3,5,10,0.172,0.682
1,3,5,11,-0.366,0.611
1,3,5,12,-0.344,0.695
1,3,5,13,-0.223,0.662
1,3,5,14,-0.795,0.518
1,3,5,15,-0.107,0.594
1,3,5,16,-0.82,0.614
1,3,5,17,0.048,0.589
1,3,5,18,-0.689,0.566
1,3,5,19,-0.039,0.759
1,3,5,20,-0.741,0.478
1,3,5,21,-1.237,0.75
1,3,5,22,-0.47,0.564
1,3,5,23,-0.367,0.506
1,3,5,24,-0.847,0.713
1,3,5,25,-0.592,0.751
1,3,5,26,-1.006,0.733
1,3,5,27,-5.225,0.647
1,3,5,28,-3.2,0.468
1,3,5,29,-0.842,0.527
1,3,5,30,-3.3,0.512
1,3,5,31,-1.108,0.476
1,3,6,7,-0.679,0.619
1,3,6,8,-0.881,0.726
1,3,6,9,-0.056,0.758
1,3,6,10,-0.058,0.787
1,3,6,11,-0.521,0.635
1,3,6,12,-0.277,0.794
1,3,6,13,-0.189,0.841
1,3,6,14,-0.923,0.696
1,3,6,15,-0.14,0.607
1,3,6,16,-0.588,0.74
1,3,6,17,0.021,0.629
1,3,6,18,-0.582,0.657
1,3,6,19,-0.211,0.74
1,3,6,20,-0.707,0.606
1,3,6,21,-0.903,0.717
1,3,6,22,-0.434,0.629
1,3,6,23,-0.52,0.587
1,3,6,24,-0.718,0.801
1,3,6,25,-0.671,0.753
1,3,6,26,-1.391,0.693
1,3,6,27,-5.965,0.636
1,3,6,28,-2.658,0.583
1,3,6,29,-0.805,0.579
1,3,6,30,-2.785,0.591
1,3,6,31,-0.617,0.611
1,3,7,8,-0.379,0.561
1,3,7,9,0.027,0.614
1,3,7,10,0.14,0.652
1,3,7,11,-0.643,0.627
1,3,7,12,-0.367,0.703
1,3,7,13,-0.248,0.672
1,3,7,14,-0.752,0.563
1,3,7,15,-0.093,0.613
1,3,7,16,-1.019,0.714
1,3,7,17,0.036,0.6
1,3,7,18,-0.536,0.641
1,3,7,19,-0.214,0.72
1,3,7,20,-0.689,0.525
1,3,7,21,-1.013,0.783
1,3,7,22,-0.184,0.6
1,3,7,23,-0.347,0.645
1,3,7,24,-0.608,0.73
1,3,7,25,-0.385,0.836
1,3,7,26,-1.138,0.664
1,3,7,27,-3.566,0.653
1,3,7,28,-3.186,0.529
1,3,7,29,-1.052,0.564
1,3,7,30,-2.318,0.556
1,3,7,31,-0.84,0.524
1,3,8,9,-0.268,0.597
1,3,8,10,0.082,0.647
1,3,8,11,-0.479,0.626
1,3,8,12,-0.292,0.696
1,3,8,13,-0.237,0.666
1,3,8,14,-0.832,0.555
1,3,8,15,-0.205,0.632
1,3,8,16,-0.709,0.661
1,3,8,17,-0.059,0.61
1,3,8,18,-0.631,0.551
1,3,8,19,-0.177,0.721
1,3,8,20,-0.754,0.521
1,3,8,21,-1.023,0.781
1,3,8,22,-0.225,0.58
1,3,8,23,-0.4,0.536
1,3,8,24,-0.681,0.706
1,3,8,25,-0.627,0.772
1,3,8,26,-1.156,0.709
1,3,8,27,-3.645,0.712
1,3,8,28,-4.384,0.611
1,3,8,29,-1.243,0.653
1,3,8,30,-2.449,0.597
1,3,8,31,-0.952,0.514
1,3,9,10,-0.207,0.602
1,3,9,11,-0.19,0.668
1,3,9,12,-0.129,0.697
1,3,9,13,-0.163,0.674
1,3,9,14,-0.373,0.602
1,3,9,15,0.128,0.658
1,3,9,16,-0.229,0.683
1,3,9,17,0.181,0.637
1,3,9,18,-0.138,0.577
1,3,9,19,0.085,0.726
1,3,9,20,-0.236,0.575
1,3,9,21,-0.608,0.773
1,3,9,22,-0.11,0.602
1,3,9,23,-0.056,0.579
1,3,9,24,-0.448,0.708
1,3,9,25,-0.224,0.768
1,3,9,26,-0.491,0.727
1,3,9,27,-2.937,0.799
1,3,9,28,-1.941,0.685
1,3,9,29,-0.272,0.678
1,3,9,30,-1.616,0.636
1,3,9,31,-0.468,0.564
1,3,10,11,-0.035,0.736
1,3,10,12,0.01,0.718
1,3,10,13,0.002,0.7
1,3,10,14,-0.117,0.634
1,3,10,15,0.114,0.706
1,3,10,16,-0.038,0.694
1,3,10,17,0.2,0.67
1,3,10,18,-0.232,0.601
1,3,10,19,0.206,0.777
1,3,10,20,-0.239,0.623
1,3,10,21,-0.381,0.814
1,3,10,22,-0.049,0.651
1,3,10,23,0.083,0.609
1,3,10,24,-0.33,0.729
1,3,10,25,-0.113,0.79
1,3,10,26,-0.34,0.789
1,3,10,27,-2.713,0.738
1,3,10,28,-1.612,0.694
1,3,10,29,-0.352,0.76
1,3,10,30,-1.458,0.698
1,3,10,31,-0.342,0.607
1,3,11,12,-0.127,0.731
1,3,11,13,-0.199,0.732
1,3,11,14,-0.722,0.635
1,3,11,15,-0.043,0.652
1,3,11,16,-0.636,0.705
1,3,11,17,0.007,0.7
1,3,11,18,-0.419,0.68
1,3,11,19,-0.16,0.7
1,3,11,20,-0.644,0.585
1,3,11,21,-0.857,0.735
1,3,11,22,-0.371,0.669
1,3,11,23,-0.423,0.596
1,3,11,24,-0.674,0.724
1,3,11,25,-0.759,0.766
1,3,11,26,-1.369,0.663
1,3,11,27,-3.411,0.727
1,3,11,28,-2.214,0.62
1,3,11,29,-0.857,0.598
1,3,11,30,-1.811,0.592
1,3,11,31,-0.876,0.655
1,3,12,13,-0.132,0.699
1,3,12,14,-0.455,0.709
1,3,12,15,-0.274,0.718
1,3,12,16,-0.23,0.774
1,3,12,17,-0.138,0.72
1,3,12,18,-0.217,0.74
1,3,12,19,-0.155,0.773
1,3,12,20,-0.304,0.705
1,3,12,21,-0.45,0.853
1,3,12,22,-0.154,0.725
1,3,12,23,-0.353,0.755
1,3,12,24,-0.387,0.782
1,3,12,25,-0.308,0.856
1,3,12,26,-0.871,0.782
1,3,12,27,-2.494,0.874
1,3,12,28,-1.72,0.772
1,3,12,29,-0.58,0.73
1,3,12,30,-1.3,0.703
1,3,12,31,-0.516,0.7
1,3,13,14,-0.262,0.669
1,3,13,15,-0.028,0.732
1,3,13,16,-0.453,0.712
1,3,13,17,0.043,0.734
1,3,13,18,-0.052,0.702
1,3,13,19,-0.051,0.767
1,3,13,20,-0.202,0.664
1,3,13,21,-0.604,0.839
1,3,13,22,0.022,0.695
1,3,13,23,-0.319,0.781
1,3,13,24,-0.401,0.756
1,3,13,25,-0.382,0.828
1,3,13,26,-0.681,0.738
1,3,13,27,-2.344,0.825
1,3,13,28,-1.895,0.699
1,3,13,29,-0.569,0.749
1,3,13,30,-1.469,0.664
1,3,13,31,-0.602,0.662
1,3,14,15,-0.24,0.663
1,3,14,16,-1.13,0.633
1,3,14,17,-0.028,0.696
1,3,14,18,-0.704,0.575
1,3,14,19,-0.358,0.717
1,3,14,20,-0.851,0.533
1,3,14,21,-1.438,0.75
1,3,14,22,-0.401,0.603
1,3,14,23,-0.993,0.629
1,3,14,24,-0.806,0.706
1,3,14,25,-0.791,0.752
1,3,14,26,-0.96,0.656
1,3,14,27,-3.922,0.653
1,3,14,28,-2.971,0.526
1,3,14,29,-1.297,0.658
1,3,14,30,-2.465,0.529
1,3,14,31,-1.202,0.529
1,3,15,16,0.072,0.843
1,3,15,17,0.081,0.61
1,3,15,18,-0.349,0.682
1,3,15,19,0.041,0.745
1,3,15,20,-0.266,0.605
1,3,15,21,-0.62,0.752
1,3,15,22,-0.254,0.61
1,3,15,23,-0.115,0.609
1,3,15,24,-0.098,0.789
1,3,15,25,-0.224,0.784
1,3,15,26,-0.85,0.735
1,3,15,27,-3.732,0.694
1,3,15,28,-1.648,0.598
1,3,15,29,-0.484,0.595
1,3,15,30,-1.499,0.606
1,3,15,31,-0.378,0.605
1,3,16,17,0.116,0.772
1,3,16,18,-1.07,0.631
1,3,16,19,-0.155,0.751
1,3,16,20,-1.123,0.618
1,3,16,21,-1.142,0.734
1,3,16,22,-0.447,0.693
1,3,16,23,-0.701,0.632
1,3,16,24,-0.633,0.745
1,3,16,25,-0.66,0.751
1,3,16,26,-0.94,0.672
1,3,16,27,-4.322,0.725
1,3,16,28,-3.117,0.628
1,3,16,29,-0.947,0.683
1,3,16,30,-2.26,0.647
1,3,16,31,-1.178,0.647
1,3,17,18,-0.156,0.683
1,3,17,19,0.196,0.771
1,3,17,20,-0.114,0.588
1,3,17,21,-0.489,0.772
1,3,17,22,-0.212,0.607
1,3,17,23,0.065,0.597
1,3,17,24,-0.09,0.809
1,3,17,25,-0.12,0.819
1,3,17,26,-0.518,0.754
1,3,17,27,-3.142,0.704
1,3,17,28,-2.083,0.599
1,3,17,29,-0.283,0.599
1,3,17,30,-1.234,0.656
1,3,17,31,-0.434,0.588
1,3,18,19,-0.138,0.72
1,3,18,20,-1.144,0.586
1,3,18,21,-1.163,0.717
1,3,18,22,-0.491,0.625
1,3,18,23,-0.574,0.557
1,3,18,24,-0.589,0.706
1,3,18,25,-0.539,0.745
1,3,18,26,-0.765,0.679
1,3,18,27,-4.107,0.675
1,3,18,28,-2.728,0.561
1,3,18,29,-0.957,0.657
1,3,18,30,-2.45,0.572
1,3,18,31,-1.062,0.539
1,3,19,20,-0.252,0.7
1,3,19,21,-0.749,0.734
1,3,19,22,0.211,0.755
1,3,19,23,0.064,0.723
1,3,19,24,-0.298,0.74
1,3,19,25,-0.339,0.757
1,3,19,26,-0.632,0.701
1,3,19,27,-2.057,0.844
1,3,19,28,-1.109,0.73
1,3,19,29,-0.249,0.704
1,3,19,30,-0.941,0.7
1,3,19,31,-0.305,0.707
1,3,20,21,-0.975,0.72
1,3,20,22,-0.632,0.565
1,3,20,23,-0.63,0.516
1,3,20,24,-0.872,0.72
1,3,20,25,-0.706,0.759
1,3,20,26,-1.776,0.645
1,3,20,27,-4.315,0.657
1,3,20,28,-4.017,0.497
1,3,20,29,-1.096,0.534
1,3,20,30,-2.554,0.532
1,3,20,31,-1.182,0.498
1,3,21,22,-1.005,0.737
1,3,21,23,-0.861,0.715
1,3,21,24,-0.656,0.772
1,3,21,25,-0.992,0.742
1,3,21,26,-1.767,0.716
1,3,21,27,-5.106,0.78
1,3,21,28,-2.485,0.714
1,3,21,29,-1.477,0.715
1,3,21,30,-2.129,0.713
1,3,21,31,-1.208,0.741
1,3,22,23,-0.119,0.577
1,3,22,24,-0.361,0.726
1,3,22,25,-0.481,0.76
1,3,22,26,-0.76,0.697
1,3,22,27,-5.384,0.721
1,3,22,28,-2.651,0.568
1,3,22,29,-0.529,0.583
1,3,22,30,-2.468,0.603
1,3,22,31,-0.759,0.602
1,3,23,24,-0.578,0.729
1,3,23,25,-0.463,0.742
1,3,23,26,-0.925,0.683
1,3,23,27,-3.751,0.641
1,3,23,28,-2.502,0.537
1,3,23,29,-0.752,0.552
1,3,23,30,-2.275,0.595
1,3,23,31,-0.754,0.538
1,3,24,25,-0.414,0.773
1,3,24,26,-0.868,0.72
1,3,24,27,-2.818,0.872
1,3,24,28,-1.924,0.746
1,3,24,29,-0.754,0.782
1,3,24,30,-1.64,0.706
1,3,24,31,-0.915,0.715
1,3,25,26,-0.84,0.745
1,3,25,27,-2.411,0.802
1,3,25,28,-1.906,0.743
1,3,25,29,-0.851,0.746
1,3,25,30,-1.156,0.742
1,3,25,31,-0.925,0.762
1,3,26,27,-4.884,0.786
1,3,26,28,-3.633,0.653
1,3,26,29,-1.232,0.658
1,3,26,30,-2.572,0.647
1,3,26,31,-1.354,0.699
1,3,27,28,-2.81,0.657
1,3,27,29,-4.687,0.631
1,3,27,30,-6.255,0.661
1,3,27,31,-4.304,0.618
1,3,28,29,-3.255,0.518
1,3,28,30,-5.124,0.514
1,3,28,31,-3.427,0.479
1,3,29,30,-3.012,0.559
1,3,29,31,-1.094,0.544
1,3,30,31,-3.064,0.534
1,4,5,6,-1.228,0.575
1,4,5,7,-1.091,0.664
1,4,5,8,-0.932,0.532
1,4,5,9,-0.429,0.577
1,4,5,10,-0.046,0.687
1,4,5,11,-0.966,0.606
1,4,5,12,-0.502,0.691
1,4,5,13,-0.52,0.691
1,4,5,14,-1.05,0.594
1,4,5,15,-0.499,0.624
1,4,5,16,-1.142,0.635
1,4,5,17,-0.358,0.607
1,4,5,18,-0.99,0.55
1,4,5,19,-0.303,0.767
1,4,5,20,-1.112,0.504
1,4,5,21,-1.394,0.71
1,4,5,22,-0.854,0.568
1,4,5,23,-1.288,0.505
1,4,5,24,-1.16,0.706
1,4,5,25,-0.908,0.687
1,4,5,26,-0.744,0.743
1,4,5,27,-3.262,0.763
1,4,5,28,-2.418,0.58
1,4,5,29,-1.896,0.601
1,4,5,30,-2.93,0.567
1,4,5,31,-1.705,0.509
1,4,6,7,-0.888,0.717
1,4,6,8,-1.143,0.687
1,4,6,9,-0.278,0.755
1,4,6,10,-0.258,0.786
1,4,6,11,-1.106,0.623
1,4,6,12,-0.429,0.809
1,4,6,13,-0.147,0.872
1,4,6,14,-0.746,0.747
1,4,6,15,-0.614,0.633
1,4,6,16,-0.861,0.748
1,4,6,17,-0.433,0.633
1,4,6,18,-0.765,0.603
1,4,6,19,-0.305,0.757
1,4,6,20,-1.014,0.576
1,4,6,21,-1.207,0.685
1,4,6,22,-0.738,0.614
1,4,6,23,-1.188,0.583
1,4,6,24,-0.932,0.764
1,4,6,25,-1.142,0.683
